Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
BRK/A,Extended,Uncategorized,Financials,Financial Services,GAAP,Dec,739750.0,,,,-2.0%,+2.7%,+3.1%
CSU,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,2802.14,,,,-15.3%,+22.1%,-43.5%
DHR,Extended,Uncategorized,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,199.05,,,,-13.0%,+5.0%,-3.1%
AAPL,Extended,Uncategorized,Information Technology,Technology Hardware & Equipmen,GAAP,Sep,315.32,,,,+16.0%,+21.1%,+48.4%
NFLX,Extended,Uncategorized,Communication Services,Media & Entertainment,GAAP,Dec,73.37,,,,-21.7%,-28.8%,-41.3%
QCOM,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,Adj,Sep,189.16,,,,+10.6%,+47.7%,+18.9%
UMG,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,18.91,,,,-14.9%,-2.7%,-29.3%
ASML,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,1569.0,,,,+70.3%,+23.5%,+127.4%
AMAT,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,602.5,,,,+134.4%,+50.8%,+204.2%
KLAC,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,231.52,,,,+90.5%,+33.3%,+149.3%
KKR,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,96.94,,,,-24.0%,+6.3%,-32.2%
BAM,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,46.72,,,,-10.8%,+4.1%,-17.4%
ARES,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,121.81,,,,-24.6%,+21.3%,-32.4%
OWL,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,9.36,,,,-37.3%,+13.7%,-52.2%
CG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,44.71,,,,-24.4%,-5.5%,-23.6%
BN,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,43.73,,,,-4.7%,+3.8%,+2.6%
TPG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,42.67,,,,-33.2%,+11.4%,-23.8%
BEP,Extended,Uncategorized,Utilities,Utilities,Adj,Dec,32.33,,,,+19.9%,-6.7%,+26.6%
BIP,Extended,Uncategorized,Utilities,Utilities,Adj,Dec,37.65,,,,+8.4%,+3.0%,+14.6%
MAR,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,376.11,,,,+21.2%,+6.2%,+33.2%
DPZ,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,299.46,,,,-28.2%,-18.2%,-36.3%
CMG,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,35.25,,,,-4.7%,+3.4%,-37.5%
MCO,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,487.28,,,,-4.6%,+14.0%,-3.6%
SPGI,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,430.5,,,,-12.9%,+9.6%,-14.1%
MSCI,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,604.71,,,,+5.4%,+12.7%,+4.1%
CSGP,Extended,Uncategorized,Real Estate,Real Estate Management & Devel,Adj,Dec,28.39,,,,-57.8%,-22.2%,-67.0%
LPLA,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,317.03,,,,-11.2%,+1.4%,-16.6%
SCHW,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,103.12,,,,+3.2%,+8.8%,+10.8%
CRM,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jan,163.32,,,,-38.3%,-1.0%,-38.1%
WDAY,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jan,138.95,,,,-35.3%,+23.5%,-39.4%
ADBE,Extended,Uncategorized,Information Technology,Software & Services,Adj,Nov,223.64,,,,-36.1%,-0.8%,-39.8%
SHOP,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,122.54,,,,-23.9%,+10.6%,+6.4%
GWRE,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jul,136.13,,,,-32.3%,+15.4%,-39.5%
NOW,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,107.71,,,,-29.7%,+29.8%,-44.4%
ELV,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,416.23,,,,+18.7%,+33.6%,+20.3%
ISRG,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,406.78,,,,-28.2%,-9.7%,-22.7%
BLDR,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,75.69,,,,-26.4%,-11.3%,-44.0%
FERG,Extended,Uncategorized,Industrials,Capital Goods,Adj,Jul,227.46,,,,+2.2%,-11.4%,+1.4%
CRH,Extended,Uncategorized,Materials,Materials,Adj,Dec,104.71,,,,-16.1%,-11.2%,+9.2%
FND,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,57.13,,,,-6.2%,+10.5%,-33.0%
WMT,Extended,Uncategorized,Consumer Staples,Consumer Staples Distribution,GAAP,Jan,113.9,,,,+2.2%,-10.2%,+20.1%
PM,Extended,Uncategorized,Consumer Staples,"Food, Beverage & Tobacco",GAAP,Dec,181.62,,,,+13.2%,+13.2%,+0.3%
CP,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,90.12,,,,+22.4%,+11.7%,+9.4%
CNR,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,176.19,,,,+29.8%,+15.7%,+21.6%
UNP,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,286.96,,,,+24.1%,+14.6%,+21.1%
CSX,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,49.41,,,,+36.3%,+17.0%,+47.3%
NVR,Extended,Uncategorized,Consumer Discretionary,Consumer Durables & Apparel,Adj,Dec,6479.39,,,,-11.2%,-4.0%,-15.7%
PDD,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,85.13,,,,-24.9%,-15.0%,-18.9%
MSI,Extended,Uncategorized,Information Technology,Technology Hardware & Equipmen,Adj,Dec,422.88,,,,+10.3%,-2.5%,+1.2%
TPL,Extended,Uncategorized,Energy,Energy,Adj,Dec,397.82,,,,+38.5%,-3.0%,+13.6%
APG,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,41.36,,,,+8.1%,-6.9%,+19.5%
CACC,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,625.97,,,,+41.2%,+34.6%,+18.0%
GL,Extended,Uncategorized,Financials,Insurance,Adj,Dec,179.13,,,,+28.1%,+22.8%,+50.4%
LAD,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,313.74,,,,-5.6%,+14.9%,-12.0%
CHTR,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,130.73,,,,-37.4%,-40.3%,-67.4%
ABG,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,211.97,,,,-8.8%,+3.9%,-20.3%
ALRM,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,51.5,,,,+0.9%,+20.8%,-9.0%
OPTU,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,1.07,,,,-35.2%,-18.9%,-59.6%
CMCSA,Extended,Uncategorized,Communication Services,Telecommunication Services,Adj,Dec,23.57,,,,-15.8%,-15.6%,-29.0%
WRLD,Extended,Uncategorized,Financials,Financial Services,Adj,Mar,199.78,,,,+42.3%,+34.3%,+14.1%
CARG,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,34.18,,,,-10.9%,+0.1%,-1.4%
ARMK,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Sep,57.88,,,,+57.0%,+35.0%,+32.7%
QSR,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,75.26,,,,+10.3%,-1.5%,+11.1%
W,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,89.23,,,,-11.1%,+24.5%,+51.7%
MO,Extended,Uncategorized,Consumer Staples,"Food, Beverage & Tobacco",Adj,Dec,71.79,,,,+24.5%,+6.5%,+22.6%
CI,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,293.46,,,,+6.6%,+8.2%,-5.0%
CVS,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,104.15,,,,+31.2%,+31.3%,+58.7%
SSNC,Extended,Uncategorized,Industrials,Commercial & Professional Serv,Adj,Dec,66.62,,,,-23.8%,-1.0%,-20.3%
SPOT,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,479.77,,,,-17.4%,+0.8%,-32.4%
BABA,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Mar,112.33,,,,-23.4%,-11.8%,+5.3%
IAC,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,,,,,,,
PYPL,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,46.32,,,,-20.7%,+2.4%,-38.8%
THC,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,204.25,,,,+2.8%,+4.6%,+17.6%
UHS,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,155.57,,,,-28.6%,-13.9%,-15.5%
CYH,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,3.57,,,,+14.4%,+13.3%,-0.3%
DVA,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,232.8,,,,+104.9%,+55.1%,+62.3%
LH,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,276.81,,,,+10.3%,+6.1%,+9.1%
DGX,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,207.44,,,,+19.5%,+8.3%,+21.0%
IDXX,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,563.57,,,,-16.7%,+0.1%,+4.2%
ENSG,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,168.59,,,,-3.2%,-15.3%,+15.7%
MD,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,26.27,,,,+22.8%,+22.5%,+94.6%
AMN,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,32.37,,,,+105.4%,+81.1%,+46.5%
CCRN,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,13.22,,,,+63.2%,+39.5%,+6.1%
EVH,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,5.88,,,,+47.0%,+152.4%,-47.6%
HUM,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,392.22,,,,+53.1%,+104.1%,+68.9%
ALHC,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,19.83,,,,+0.4%,-3.3%,+48.2%
CNC,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,67.35,,,,+63.7%,+80.6%,+107.1%
MOH,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,233.31,,,,+34.4%,+59.9%,+2.1%
IQV,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,207.85,,,,-7.8%,+24.2%,+25.6%
ICLR,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,167.72,,,,-8.0%,+57.0%,+10.3%
MEDP,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,538.23,,,,-4.2%,+9.1%,+64.0%
CRL,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,233.41,,,,+17.0%,+32.9%,+42.6%
EHTH,Extended,Clinical Labs,Financials,Insurance,Adj,Dec,1.62,,,,-64.8%,+22.7%,-60.9%
TMUS,Extended,Cable / Telco,Communication Services,Telecommunication Services,GAAP,Dec,187.61,,,,-7.6%,-4.1%,-17.8%
VZ,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,42.12,,,,+3.4%,-8.5%,+0.2%
T,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,21.13,,,,-14.9%,-20.1%,-23.5%
CABO,Extended,Cable / Telco,Communication Services,Media & Entertainment,Adj,Dec,36.19,,,,-67.9%,-60.6%,-72.7%
LBRDK,Extended,Cable / Telco,Communication Services,Media & Entertainment,Adj,Dec,30.71,,,,-36.8%,-39.9%,-66.3%
VOD,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Mar,14.72,,,,+11.4%,-6.2%,+34.9%
DTE,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,26.12,,,,-5.6%,-15.7%,-14.5%
TEF,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,3.526,,,,+0.9%,-8.2%,-21.5%
GOOGL,Extended,Internet,Communication Services,Media & Entertainment,GAAP,Dec,357.18,,,,+14.1%,+12.6%,+101.1%
PINS,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,22.52,,,,-13.0%,+27.8%,-37.1%
SNAP,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,4.68,,,,-42.0%,-2.9%,-49.9%
RDDT,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,195.34,,,,-15.0%,+39.8%,+36.6%
ABNB,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,148.62,,,,+9.5%,+15.2%,+8.5%
EBAY,Extended,Internet,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,117.2,,,,+34.6%,+22.9%,+51.8%
TTD,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,19.53,,,,-48.6%,-2.8%,-74.6%
ROKU,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,140.69,,,,+29.7%,+37.3%,+55.9%
ETSY,Extended,Internet,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,81.05,,,,+46.2%,+53.8%,+39.4%
MTCH,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,38.85,,,,+20.3%,+22.6%,+15.6%
U,Extended,Internet,Information Technology,Software & Services,Adj,Dec,30.89,,,,-30.1%,+42.9%,+5.9%
ZG,Extended,Internet,Real Estate,Real Estate Management & Devel,Adj,Dec,32.0,,,,-53.1%,-19.9%,-58.0%
RMV,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,434.3,,,,-16.4%,+0.2%,-44.5%
YELP,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,25.81,,,,-15.1%,+1.4%,-26.5%
ANGI,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,6.24,,,,-51.7%,-8.9%,-63.0%
TREE,Extended,Internet,Financials,Financial Services,Adj,Dec,45.3,,,,-14.7%,+9.5%,+11.2%
XYZ,Extended,Internet,Financials,Financial Services,Adj,Dec,77.3,,,,+18.8%,+24.3%,+12.4%
CRTO,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,22.88,,,,+11.0%,+28.4%,-5.7%
CARS,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,11.09,,,,-9.1%,+13.7%,-13.0%
OCDO,Extended,Internet,Consumer Staples,Consumer Staples Distribution,Adj,Nov,176.6,,,,-25.2%,-5.9%,-27.1%
VRSN,Extended,Internet,Information Technology,Software & Services,Adj,Dec,270.11,,,,+11.2%,+4.0%,-5.3%
CDLX,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,4.32,,,,-62.4%,-51.8%,-75.9%
DHER,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,36.21,,,,+59.4%,+112.7%,+41.4%
PTON,Extended,Internet,Consumer Discretionary,Consumer Durables & Apparel,Adj,Jun,5.86,,,,-4.9%,+26.8%,-12.8%
LYFT,Extended,Internet,Industrials,Transportation,Adj,Dec,15.61,,,,-19.4%,+18.0%,+1.9%
PRX,Extended,Internet,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Mar,39.545,,,,-25.2%,-4.8%,-17.5%
AUTO,Extended,Internet,Communication Services,Media & Entertainment,Adj,Mar,499.0,,,,-14.9%,+5.2%,-39.2%
DKNG,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,26.475,,,,-23.2%,+19.1%,-40.6%
FLUT,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,110.66,,,,-48.5%,+8.1%,-61.8%
FLTR,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,8420.0,,,,-47.8%,+10.6%,-60.5%
WMG,Extended,Internet,Communication Services,Media & Entertainment,Adj,Sep,28.99,,,,-5.5%,+1.7%,-3.1%
SCOR,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,7.45,,,,+14.6%,+0.3%,+30.2%
ASM,Extended,Technology,Information Technology,Semiconductors & Semiconductor,Adj,Dec,910.4,,,,+75.9%,+20.1%,+73.0%
ARM,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Mar,323.39,,,,+195.8%,+117.1%,+117.7%
MRVL,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,235.81,,,,+177.5%,+83.5%,+221.4%
AMD,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,557.89,,,,+160.5%,+127.7%,+287.0%
INTC,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,109.84,,,,+197.7%,+76.1%,+361.1%
TXN,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,311.46,,,,+79.5%,+45.0%,+41.8%
ADI,Extended,Technology,Information Technology,Semiconductors & Semiconductor,Adj,Oct,395.65,,,,+45.9%,+13.0%,+61.4%
005930,Extended,Technology,Information Technology,Technology Hardware & Equipmen,GAAP,Dec,286500.0,,,,+138.0%,+38.4%,+357.7%
000660,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,2201000.0,,,,+237.6%,+114.5%,+647.4%
WDC,Extended,Technology,Information Technology,Technology Hardware & Equipmen,GAAP,Jun,582.585,,,,+238.2%,+69.6%,+795.5%
SNDK,Extended,Technology,Information Technology,Technology Hardware & Equipmen,GAAP,Jun,1915.92,,,,+707.1%,+124.9%,+3980.8%
CLS,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Dec,359.85,,,,+21.7%,+2.4%,+126.6%
QRVO,Extended,Technology,Information Technology,Semiconductors & Semiconductor,Adj,Mar,85.81,,,,+1.5%,+7.5%,-5.0%
SWKS,Extended,Technology,Information Technology,Semiconductors & Semiconductor,Adj,Sep,60.38,,,,-4.8%,+7.1%,-22.3%
DELL,Extended,Technology,Information Technology,Technology Hardware & Equipmen,GAAP,Jan,434.97,,,,+245.5%,+144.6%,+240.1%
SMCI,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Jun,28.31,,,,-3.3%,+12.1%,-43.8%
IBM,Extended,Technology,Information Technology,Software & Services,GAAP,Dec,287.56,,,,-2.9%,+24.6%,+0.0%
XRX,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Dec,2.82,,,,+19.0%,+131.1%,-45.1%
HPE,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Oct,48.54,,,,+102.1%,+95.0%,+128.0%
HPQ,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Oct,24.22,,,,+8.7%,+32.6%,-5.9%
FLEX,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Mar,135.8,,,,+124.8%,+77.0%,+161.5%
CDW,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Dec,144.39,,,,+6.0%,+15.0%,-19.6%
SNX,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Nov,251.52,,,,+67.4%,+26.0%,+76.7%
AVT,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Jun,87.13,,,,+81.2%,+30.0%,+54.8%
ARW,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Dec,206.41,,,,+87.3%,+30.5%,+54.9%
BA,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,222.28,,,,+2.4%,+2.1%,-1.7%
AIR,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,197.26,,,,-0.6%,+16.4%,+7.6%
SAF,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,336.1,,,,+13.0%,+7.3%,+21.8%
RTX,Extended,Aerospace / defense,Industrials,Capital Goods,GAAP,Dec,195.93,,,,+6.8%,-2.8%,+33.8%
LMT,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,523.22,,,,+8.2%,-14.7%,+12.7%
GD,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,375.06,,,,+11.4%,+11.9%,+23.6%
NOC,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,539.63,,,,-5.4%,-19.9%,+5.0%
MOG/A,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Sep,407.11,,,,+67.2%,+30.5%,+122.0%
HEI,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Oct,350.92,,,,+8.4%,+21.4%,+12.6%
RR/,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,1438.4,,,,+25.1%,+13.5%,+47.5%
CRS,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Jun,578.61,,,,+83.8%,+32.9%,+109.1%
HWM,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,270.85,,,,+32.1%,+7.2%,+51.7%
WWD,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Sep,406.4,,,,+34.4%,+4.6%,+65.0%
HXL,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,99.15,,,,+34.2%,+18.6%,+66.4%
AL,Extended,Aerospace / defense,,,Adj,Dec,,,,,,,
2588,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,78.95,,,,+8.4%,-5.2%,+7.6%
FDS,Extended,Data / Information Svc,Financials,Financial Services,Adj,Aug,247.11,,,,-14.8%,+16.8%,-45.1%
EXPN,Extended,Data / Information Svc,Industrials,Commercial & Professional Serv,Adj,Mar,2617.0,,,,-22.2%,+1.9%,-33.0%
EFX,Extended,Data / Information Svc,Industrials,Commercial & Professional Serv,Adj,Dec,166.44,,,,-23.3%,-6.5%,-37.2%
