Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Metric,Year,-1yr,-6m,-6m chg,-3m,-3m chg,Current,Current chg,Price,PE,12m Rev,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2025,25.374,27.683,+9.1%,27.69,+0.0%,27.69,+0.0%,382.19,13.8,+9.1%,-18.1%,-11.6%,+11.9%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2026,28.016,29.46,+5.2%,30.222,+2.6%,29.921,-1.0%,382.19,12.8,+6.8%,-18.1%,-11.6%,+11.9%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2027,31.529,32.678,+3.6%,33.235,+1.7%,32.76,-1.4%,382.19,11.7,+3.9%,-18.1%,-11.6%,+11.9%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2028,35.783,36.226,+1.2%,37.191,+2.7%,36.335,-2.3%,382.19,10.5,+1.5%,-18.1%,-11.6%,+11.9%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2025,19.24,14.947,-22.3%,14.947,+0.0%,14.947,+0.0%,420.74,28.1,-22.3%,+27.5%,+18.5%,+51.0%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2026,23.021,16.385,-28.8%,17.269,+5.4%,18.341,+6.2%,420.74,22.9,-20.3%,+27.5%,+18.5%,+51.0%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2027,25.202,19.313,-23.4%,18.67,-3.3%,20.243,+8.4%,420.74,20.8,-19.7%,+27.5%,+18.5%,+51.0%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2028,29.982,23.538,-21.5%,22.781,-3.2%,24.479,+7.5%,420.74,17.2,-18.4%,+27.5%,+18.5%,+51.0%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2025,10.062,10.239,+1.8%,10.239,+0.0%,10.239,+0.0%,403.41,39.4,+1.8%,+32.7%,+0.2%,+67.0%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2026,11.418,13.978,+22.4%,15.505,+10.9%,16.543,+6.7%,403.41,24.4,+44.9%,+32.7%,+0.2%,+67.0%
