Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,378.54,,,,-18.9%,-28.5%,-0.7%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,380.31,,,,+15.2%,+29.7%,+26.0%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,418.45,,,,+37.7%,+11.7%,+116.5%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,446.77,,,,+29.1%,+39.8%,+84.6%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,211.14,,,,+13.2%,+19.2%,+56.2%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,632.51,,,,-4.2%,-2.4%,-2.3%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,270.64,,,,+17.3%,+28.9%,+32.0%
JPM,Portfolio,,Financials,Banks,GAAP,Dec,299.31,,,,-7.1%,-0.3%,+13.4%
APO,Portfolio,,Financials,Financial Services,Adj,Dec,128.71,,,,-11.1%,+23.0%,-1.5%
PGR,Portfolio,,Financials,Insurance,Adj,Dec,190.4,,,,-11.1%,-10.9%,-29.0%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,73.0,,,,-13.5%,+9.2%,+11.6%
APP,Portfolio,,Information Technology,Software & Services,GAAP,Dec,613.09,,,,-9.0%,+41.0%,+56.0%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Jan,174.34,,,,-21.9%,-4.2%,-37.7%
FICO,Portfolio,,Information Technology,Software & Services,Adj,Sep,1250.59,,,,-26.0%,-11.3%,-27.6%
GOOG,Watchlist,,Communication Services,Media & Entertainment,GAAP,Dec,376.43,,,,+20.0%,+20.9%,+117.8%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Aug,971.0,,,,+240.2%,+135.5%,+927.9%
HOOD,Watchlist,,Financials,Financial Services,Adj,Dec,94.3,,,,-16.6%,+24.3%,+42.6%
TDG,Watchlist,,Industrials,Capital Goods,Adj,Sep,1258.32,,,,-5.4%,-3.4%,-8.4%
GE,Watchlist,,Industrials,Capital Goods,GAAP,Dec,323.76,,,,+5.1%,-5.4%,+31.7%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,318.18,,,,+85.9%,+36.0%,+293.8%
DASH,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,159.29,,,,-29.7%,-9.7%,-23.7%
UBER,Watchlist,,Industrials,Transportation,Adj,Dec,70.4,,,,-13.8%,-6.7%,-16.3%
LLY,Watchlist,,Health Care,"Pharmaceuticals, Biotechnology",GAAP,Dec,1105.0,,,,+2.8%,+5.0%,+49.8%
MSFT,Watchlist,,Information Technology,Software & Services,GAAP,Jun,450.24,,,,-6.9%,+14.6%,-2.2%
V,Watchlist,,Financials,Financial Services,GAAP,Sep,326.36,,,,-6.9%,+1.9%,-10.6%
