Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Metric,Year,-1yr,-6m,-6m chg,-3m,-3m chg,Current,Current chg,Price,PE,12m Rev,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2025,25.332,27.687,+9.3%,27.69,+0.0%,27.69,+0.0%,386.92,14.0,+9.3%,-17.1%,-21.8%,+2.2%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2026,28.018,29.646,+5.8%,30.372,+2.4%,30.24,-0.4%,386.92,12.8,+7.9%,-17.1%,-21.8%,+2.2%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2027,31.604,32.895,+4.1%,33.38,+1.5%,33.122,-0.8%,386.92,11.7,+4.8%,-17.1%,-21.8%,+2.2%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2028,36.22,36.79,+1.6%,37.55,+2.1%,37.086,-1.2%,386.92,10.4,+2.4%,-17.1%,-21.8%,+2.2%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2025,20.797,14.944,-28.1%,14.947,+0.0%,14.947,+0.0%,409.25,27.4,-28.1%,+24.0%,+51.8%,+36.1%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2026,24.471,16.406,-33.0%,16.831,+2.6%,17.152,+1.9%,409.25,23.9,-29.9%,+24.0%,+51.8%,+36.1%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2027,28.338,19.375,-31.6%,18.467,-4.7%,18.815,+1.9%,409.25,21.8,-33.6%,+24.0%,+51.8%,+36.1%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2028,32.685,23.718,-27.4%,21.797,-8.1%,23.234,+6.6%,409.25,17.6,-28.9%,+24.0%,+51.8%,+36.1%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2025,10.004,10.196,+1.9%,10.239,+0.4%,10.239,+0.0%,436.39,42.6,+2.3%,+43.6%,+28.9%,+107.5%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2026,11.592,12.297,+6.1%,14.013,+14.0%,15.613,+11.4%,436.39,28.0,+34.7%,+43.6%,+28.9%,+107.5%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2027,13.445,14.315,+6.5%,17.314,+21.0%,19.746,+14.0%,436.39,22.1,+46.9%,+43.6%,+28.9%,+107.5%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2028,15.04,16.147,+7.4%,20.445,+26.6%,24.243,+18.6%,436.39,18.0,+61.2%,+43.6%,+28.9%,+107.5%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2025,4.528,4.247,-6.2%,4.247,+0.0%,4.247,+0.0%,380.15,89.5,-6.2%,+9.8%,+17.9%,+49.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2026,6.063,7.933,+30.8%,8.921,+12.5%,9.364,+5.0%,380.15,40.6,+54.4%,+9.8%,+17.9%,+49.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2027,7.489,11.607,+55.0%,15.002,+29.2%,17.046,+13.6%,380.15,22.3,+127.6%,+9.8%,+17.9%,+49.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2028,9.88,15.027,+52.1%,18.477,+23.0%,23.7,+28.3%,380.15,16.0,+139.9%,+9.8%,+17.9%,+49.8%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,EPS,CY2025,4.092,4.614,+12.8%,4.626,+0.3%,4.626,+0.0%,200.04,43.2,+13.0%,+7.3%,+13.9%,+38.8%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,EPS,CY2026,5.431,7.332,+35.0%,8.256,+12.6%,9.405,+13.9%,200.04,21.3,+73.2%,+7.3%,+13.9%,+38.8%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,EPS,CY2027,6.222,9.215,+48.1%,10.99,+19.3%,13.07,+18.9%,200.04,15.3,+110.1%,+7.3%,+13.9%,+38.8%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,EPS,CY2028,7.29,9.964,+36.7%,12.763,+28.1%,15.706,+23.1%,200.04,12.7,+115.4%,+7.3%,+13.9%,+38.8%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,EPS,CY2025,25.537,22.802,-10.7%,22.814,+0.1%,22.814,+0.0%,562.2,24.6,-10.7%,-14.8%,-6.9%,-19.5%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,EPS,CY2026,28.341,29.618,+4.5%,29.593,-0.1%,32.773,+10.7%,562.2,17.2,+15.6%,-14.8%,-6.9%,-19.5%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,EPS,CY2027,32.486,33.549,+3.3%,34.437,+2.6%,35.068,+1.8%,562.2,16.0,+7.9%,-14.8%,-6.9%,-19.5%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,EPS,CY2028,38.071,38.867,+2.1%,40.542,+4.3%,40.584,+0.1%,562.2,13.9,+6.6%,-14.8%,-6.9%,-19.5%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,EPS,CY2025,6.244,7.094,+13.6%,7.102,+0.1%,7.102,+0.0%,234.11,33.0,+13.7%,+1.4%,+11.4%,+12.3%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,EPS,CY2026,7.291,7.926,+8.7%,7.693,-2.9%,8.777,+14.1%,234.11,26.7,+20.4%,+1.4%,+11.4%,+12.3%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,EPS,CY2027,8.861,9.685,+9.3%,9.324,-3.7%,10.009,+7.3%,234.11,23.4,+13.0%,+1.4%,+11.4%,+12.3%
