Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,404.98,,,,-13.3%,-4.3%,+2.3%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,395.62,,,,+19.8%,+0.4%,+30.1%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,430.97,,,,+41.8%,+6.6%,+80.4%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,392.43,,,,+13.4%,-7.7%,+28.1%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,225.01,,,,+20.6%,-0.1%,+24.7%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,568.97,,,,-13.8%,-7.4%,-27.5%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,261.31,,,,+13.2%,-1.1%,+13.1%
JPM,Portfolio,,Financials,Banks,GAAP,Dec,360.96,,,,+12.0%,+21.2%,+24.3%
APO,Portfolio,,Financials,Financial Services,Adj,Dec,134.54,,,,-7.1%,-0.6%,-3.5%
PGR,Portfolio,,Financials,Insurance,Adj,Dec,203.84,,,,-4.8%,+2.1%,-12.3%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,70.09,,,,-17.0%,+4.3%,+0.1%
APP,Portfolio,,Communication Services,Media & Entertainment,Adj,Dec,311.98,,,,-53.7%,-37.7%,-28.9%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Jan,238.34,,,,+6.8%,+50.0%,-15.1%
FICO,Portfolio,,Information Technology,Software & Services,Adj,Sep,1064.41,,,,-37.0%,-3.1%,-20.8%
GOOG,Watchlist,,Communication Services,Media & Entertainment,GAAP,Dec,341.45,,,,+8.8%,-13.2%,+66.6%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Aug,1011.75,,,,+254.5%,+39.6%,+737.1%
HOOD,Watchlist,,Financials,Financial Services,Adj,Dec,96.25,,,,-14.9%,+24.8%,-15.7%
TDG,Watchlist,,Industrials,Capital Goods,Adj,Sep,1237.82,,,,-6.9%,+7.7%,-4.7%
GE,Watchlist,,Industrials,Capital Goods,GAAP,Dec,369.43,,,,+19.9%,+31.2%,+37.9%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,343.84,,,,+100.9%,+20.8%,+245.5%
