Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Metric,Year,-1yr,-6m,-6m chg,-3m,-3m chg,Current,Current chg,Price,PE,12m Rev,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2025,26.268,27.69,+5.4%,27.69,+0.0%,27.69,+0.0%,426.94,15.4,+5.4%,-8.6%,+12.8%,+6.0%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2026,28.175,30.345,+7.7%,30.153,-0.6%,29.48,-2.2%,426.94,14.5,+4.6%,-8.6%,+12.8%,+6.0%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2027,31.414,33.372,+6.2%,33.132,-0.7%,32.053,-3.3%,426.94,13.3,+2.0%,-8.6%,+12.8%,+6.0%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2028,35.568,37.648,+5.8%,37.086,-1.5%,35.149,-5.2%,426.94,12.1,-1.2%,-8.6%,+12.8%,+6.0%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2025,14.827,14.947,+0.8%,14.947,+0.0%,14.947,+0.0%,379.09,25.4,+0.8%,+14.8%,-6.5%,+7.2%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2026,16.298,16.826,+3.2%,17.152,+1.9%,18.577,+8.3%,379.09,20.4,+14.0%,+14.8%,-6.5%,+7.2%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2027,19.103,18.439,-3.5%,19.709,+6.9%,21.464,+8.9%,379.09,17.7,+12.4%,+14.8%,-6.5%,+7.2%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2028,23.939,21.733,-9.2%,23.038,+6.0%,24.792,+7.6%,379.09,15.3,+3.6%,+14.8%,-6.5%,+7.2%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2025,9.82,10.239,+4.3%,10.239,+0.0%,10.239,+0.0%,433.24,42.3,+4.3%,+42.6%,+2.9%,+67.3%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2026,11.139,14.053,+26.2%,15.547,+10.6%,17.004,+9.4%,433.24,25.5,+52.7%,+42.6%,+2.9%,+67.3%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2027,13.077,17.247,+31.9%,19.52,+13.2%,22.295,+14.2%,433.24,19.4,+70.5%,+42.6%,+2.9%,+67.3%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2028,15.145,20.463,+35.1%,23.742,+16.0%,28.106,+18.4%,433.24,15.4,+85.6%,+42.6%,+2.9%,+67.3%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2025,4.323,4.247,-1.8%,4.247,+0.0%,4.247,+0.0%,361.99,85.2,-1.8%,+4.6%,-6.1%,+0.7%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2026,6.385,8.896,+39.3%,9.371,+5.3%,9.273,-1.0%,361.99,39.0,+45.2%,+4.6%,-6.1%,+0.7%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2027,9.066,14.662,+61.7%,17.067,+16.4%,16.605,-2.7%,361.99,21.8,+83.2%,+4.6%,-6.1%,+0.7%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2028,11.298,18.006,+59.4%,23.775,+32.0%,28.311,+19.1%,361.99,12.8,+150.6%,+4.6%,-6.1%,+0.7%
