Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,391.68,,,,-16.1%,-18.5%,+3.7%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,427.89,,,,+29.6%,+59.6%,+41.4%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,432.35,,,,+42.3%,+32.6%,+93.0%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,365.02,,,,+5.5%,+18.0%,+35.1%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,192.53,,,,+3.2%,+12.4%,+24.2%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,550.25,,,,-16.6%,+0.5%,-24.2%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,232.69,,,,+0.8%,+12.1%,+7.2%
JPM,Portfolio,,Financials,Banks,GAAP,Dec,329.05,,,,+2.1%,+12.8%,+14.0%
APO,Portfolio,,Financials,Financial Services,Adj,Dec,118.29,,,,-18.3%,+7.6%,-15.1%
PGR,Portfolio,,Financials,Insurance,Adj,Dec,224.34,,,,+4.7%,+10.6%,-8.8%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,62.35,,,,-26.1%,+3.4%,+1.7%
APP,Portfolio,,Information Technology,Software & Services,Adj,Dec,477.08,,,,-29.2%,+21.9%,+37.3%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Jan,171.36,,,,-23.2%,-3.9%,-39.1%
FICO,Portfolio,,Information Technology,Software & Services,Adj,Sep,1182.79,,,,-30.0%,+13.7%,-34.9%
GOOG,Watchlist,,Communication Services,Media & Entertainment,GAAP,Dec,334.69,,,,+6.7%,+19.2%,+91.9%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Aug,1132.33,,,,+296.7%,+218.6%,+798.7%
HOOD,Watchlist,,Financials,Financial Services,Adj,Dec,98.69,,,,-12.7%,+40.3%,+16.8%
TDG,Watchlist,,Industrials,Capital Goods,Adj,Sep,1324.56,,,,-0.4%,+15.0%,-3.8%
GE,Watchlist,,Industrials,Capital Goods,GAAP,Dec,369.0,,,,+19.8%,+29.4%,+47.0%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,379.09,,,,+121.5%,+79.1%,+291.5%
DASH,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,183.09,,,,-19.2%,+20.5%,-23.6%
UBER,Watchlist,,Industrials,Transportation,Adj,Dec,76.2,,,,-6.7%,+8.0%,-18.2%
LLY,Watchlist,,Health Care,"Pharmaceuticals, Biotechnology",GAAP,Dec,1208.12,,,,+12.4%,+34.7%,+51.9%
MSFT,Watchlist,,Information Technology,Software & Services,GAAP,Jun,372.97,,,,-22.9%,+1.9%,-25.0%
V,Watchlist,,Financials,Financial Services,GAAP,Sep,336.23,,,,-4.1%,+10.0%,-2.8%
BX,Watchlist,,Financials,Financial Services,Adj,Dec,115.4,,,,-25.1%,+5.3%,-22.1%
BKNG,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,181.46,,,,-15.3%,+7.7%,-18.9%
HLT,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,332.86,,,,+15.9%,+10.3%,+29.3%
IBKR,Watchlist,,Financials,Financial Services,Adj,Dec,89.82,,,,+39.7%,+35.7%,+68.2%
NET,Watchlist,,Information Technology,Software & Services,Adj,Dec,237.24,,,,+20.3%,+12.9%,+24.2%
COST,Watchlist,,Consumer Staples,Consumer Staples Distribution,GAAP,Aug,952.54,,,,+10.5%,-2.8%,-3.1%
TSLA,Watchlist,,Consumer Discretionary,Automobiles & Components,GAAP,Dec,379.71,,,,-15.6%,+2.0%,+16.6%
TMO,Watchlist,,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,513.03,,,,-11.5%,+4.9%,+24.5%
COF,Watchlist,,Financials,Financial Services,Adj,Dec,204.0,,,,-15.8%,+12.0%,-3.1%
AON,Watchlist,,Financials,Insurance,Adj,Dec,328.69,,,,-6.9%,+1.5%,-7.0%
MC,Watchlist,,Consumer Discretionary,Consumer Durables & Apparel,GAAP,Dec,495.75,,,,-23.1%,+8.2%,+13.3%
STX,Watchlist,,Information Technology,Technology Hardware & Equipmen,GAAP,Jun,899.9,,,,+226.8%,+137.6%,+539.6%
SPX,Indices,Indices,,,Adj,Dec,7354.02,,,,+7.4%,+13.5%,+19.8%
QQQ,Indices,Indices,,,GAAP,Dec,706.52,,,,+15.0%,+23.1%,+29.3%
IWM,Indices,Indices,,,Adj,Dec,299.83,,,,+21.8%,+21.2%,+39.2%
SOX,Indices,Indices,,,Adj,Dec,13203.57,,,,+86.4%,+74.1%,+138.3%
IGV,Indices,Indices,,,Adj,Dec,88.2,,,,-16.5%,+10.6%,-18.9%
AER,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,148.81,,,,+3.5%,+10.9%,+28.6%
MA,Extended,Uncategorized,Financials,Financial Services,GAAP,Dec,499.02,,,,-12.6%,-0.3%,-8.6%
BRK/A,Extended,Uncategorized,Financials,Financial Services,GAAP,Dec,745140.0,,,,-1.3%,+4.6%,+2.1%
CSU,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,2818.02,,,,-14.9%,+18.1%,-42.8%
DHR,Extended,Uncategorized,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,196.19,,,,-14.3%,+4.3%,-2.6%
AAPL,Extended,Uncategorized,Information Technology,Technology Hardware & Equipmen,GAAP,Sep,283.78,,,,+4.4%,+12.2%,+41.2%
NFLX,Extended,Uncategorized,Communication Services,Media & Entertainment,GAAP,Dec,73.81,,,,-21.3%,-20.9%,-43.5%
QCOM,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,Adj,Sep,189.39,,,,+10.7%,+45.1%,+19.7%
UMG,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,18.355,,,,-17.4%,+17.8%,-31.5%
ASML,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,1578.2,,,,+71.3%,+35.4%,+133.0%
AMAT,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,626.84,,,,+143.9%,+85.2%,+241.6%
KLAC,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,248.64,,,,+104.6%,+71.3%,+175.4%
KKR,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,90.13,,,,-29.3%,+0.2%,-31.7%
BAM,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,44.62,,,,-14.8%,+2.2%,-19.0%
ARES,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,109.13,,,,-32.5%,+1.1%,-36.2%
OWL,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,8.57,,,,-42.6%,-5.0%,-55.3%
CG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,41.4,,,,-30.0%,-11.5%,-18.3%
BN,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,42.87,,,,-6.6%,+8.1%,+5.2%
TPG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,39.69,,,,-37.8%,-1.5%,-24.9%
BEP,Extended,Uncategorized,Utilities,Utilities,Adj,Dec,35.27,,,,+30.8%,+12.3%,+37.7%
