Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
CSU,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,2924.0,,,,-11.7%,+11.6%,-40.6%
DHR,Extended,Uncategorized,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,180.1,,,,-21.3%,-3.3%,-12.2%
AAPL,Extended,Uncategorized,Information Technology,Technology Hardware & Equipmen,GAAP,Sep,291.13,,,,+7.1%,+13.8%,+46.1%
NFLX,Extended,Uncategorized,Communication Services,Media & Entertainment,GAAP,Dec,80.34,,,,-14.3%,-14.8%,-33.9%
QCOM,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Sep,211.72,,,,+23.8%,+61.4%,+33.4%
UMG,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,17.76,,,,-20.1%,-0.9%,-36.2%
ASML,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,1629.6,,,,+76.9%,+38.1%,+140.9%
AMAT,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,567.25,,,,+120.7%,+68.2%,+224.1%
KLAC,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,254.54,,,,+109.5%,+79.4%,+193.4%
KKR,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,96.24,,,,-24.5%,+14.7%,-23.2%
BAM,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,47.13,,,,-10.0%,+9.2%,-16.0%
ARES,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,134.9,,,,-16.5%,+39.8%,-21.0%
OWL,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,9.68,,,,-35.2%,+12.4%,-49.6%
CG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,45.75,,,,-22.6%,+1.0%,-4.1%
BN,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,45.21,,,,-1.5%,+16.6%,+14.5%
TPG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,43.01,,,,-32.6%,+10.1%,-17.0%
BEP,Extended,Uncategorized,Utilities,Utilities,Adj,Dec,34.32,,,,+27.3%,+11.4%,+31.7%
BIP,Extended,Uncategorized,Utilities,Utilities,Adj,Dec,38.28,,,,+10.2%,+1.1%,+13.1%
MAR,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,402.54,,,,+29.8%,+27.3%,+52.9%
DPZ,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,323.88,,,,-22.3%,-18.2%,-28.2%
CMG,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,32.23,,,,-12.9%,-1.0%,-36.7%
MCO,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,447.85,,,,-12.3%,+5.0%,-6.9%
SPGI,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,418.91,,,,-19.8%,-0.2%,-17.2%
MSCI,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,599.12,,,,+4.4%,+11.7%,+7.9%
CSGP,Extended,Uncategorized,Real Estate,Real Estate Management & Devel,Adj,Dec,32.84,,,,-51.2%,-24.3%,-60.1%
LPLA,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,295.66,,,,-17.2%,+2.1%,-22.1%
SCHW,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,91.1,,,,-8.8%,-0.2%,+2.9%
CRM,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jan,165.89,,,,-37.4%,-16.8%,-37.8%
WDAY,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jan,130.8,,,,-39.1%,-2.5%,-47.8%
ADBE,Extended,Uncategorized,Information Technology,Software & Services,Adj,Nov,204.02,,,,-41.7%,-24.4%,-50.7%
SHOP,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,108.24,,,,-32.8%,-14.2%,-0.9%
GWRE,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jul,122.56,,,,-39.0%,-22.2%,-51.1%
NOW,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,102.15,,,,-33.3%,-9.6%,-49.3%
ELV,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,404.07,,,,+15.3%,+40.4%,+4.6%
ISRG,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,411.06,,,,-27.4%,-14.2%,-19.9%
BLDR,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,77.77,,,,-24.4%,-10.2%,-32.4%
FERG,Extended,Uncategorized,Industrials,Capital Goods,Adj,Jul,230.08,,,,+3.3%,+4.7%,+7.7%
CRH,Extended,Uncategorized,Materials,Materials,Adj,Dec,106.48,,,,-14.7%,+6.8%,+15.0%
FND,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,53.34,,,,-12.4%,-4.3%,-30.8%
WMT,Extended,Uncategorized,Consumer Staples,Consumer Staples Distribution,GAAP,Jan,121.04,,,,+8.6%,-3.4%,+27.6%
PM,Extended,Uncategorized,Consumer Staples,"Food, Beverage & Tobacco",GAAP,Dec,184.3,,,,+14.9%,+7.2%,+0.1%
CP,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,90.08,,,,+22.3%,+11.0%,+11.0%
CNR,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,166.47,,,,+22.6%,+17.6%,+16.2%
UNP,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,272.7,,,,+17.9%,+11.7%,+20.9%
CSX,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,47.57,,,,+31.2%,+21.3%,+46.9%
NVR,Extended,Uncategorized,Consumer Discretionary,Consumer Durables & Apparel,Adj,Dec,6374.93,,,,-12.6%,-1.0%,-13.7%
PDD,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,81.56,,,,-28.1%,-19.7%,-21.1%
MSI,Extended,Uncategorized,Information Technology,Technology Hardware & Equipmen,Adj,Dec,412.25,,,,+7.5%,-10.9%,-0.2%
TPL,Extended,Uncategorized,Energy,Energy,Adj,Dec,378.91,,,,+31.9%,-28.4%,+3.6%
APG,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,42.34,,,,+10.7%,+3.8%,+31.7%
CACC,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,548.15,,,,+23.6%,+11.0%,+9.7%
GL,Extended,Uncategorized,Financials,Insurance,Adj,Dec,166.76,,,,+19.2%,+20.2%,+38.1%
LAD,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,313.38,,,,-5.7%,+22.5%,-4.8%
CHTR,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,145.82,,,,-30.1%,-32.2%,-63.3%
ABG,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,199.53,,,,-14.2%,+1.4%,-16.8%
ALRM,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,46.65,,,,-8.6%,-0.5%,-18.8%
OPTU,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,1.29,,,,-21.8%,-10.4%,-40.0%
CMCSA,Extended,Uncategorized,Communication Services,Telecommunication Services,Adj,Dec,24.5,,,,-12.5%,-18.8%,-25.9%
WRLD,Extended,Uncategorized,Financials,Financial Services,Adj,Mar,178.45,,,,+27.1%,+31.1%,+15.8%
CARG,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,27.17,,,,-29.2%,-12.2%,-15.9%
ARMK,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Sep,54.27,,,,+47.2%,+35.7%,+34.6%
QSR,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,74.85,,,,+9.7%,+3.8%,+9.6%
W,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,77.59,,,,-22.7%,+5.2%,+64.7%
MO,Extended,Uncategorized,Consumer Staples,"Food, Beverage & Tobacco",Adj,Dec,71.94,,,,+24.8%,+6.2%,+20.1%
CI,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,298.0,,,,+8.3%,+12.1%,-5.5%
CVS,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,101.96,,,,+28.5%,+34.0%,+53.7%
SSNC,Extended,Uncategorized,Industrials,Commercial & Professional Serv,Adj,Dec,67.68,,,,-22.6%,-5.4%,-17.1%
SPOT,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,482.0,,,,-17.0%,-5.4%,-31.4%
BABA,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Mar,112.82,,,,-23.0%,-15.9%,-3.3%
IAC,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,,,,,,,
PYPL,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,41.53,,,,-28.9%,-6.4%,-44.5%
THC,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,174.66,,,,-12.1%,-22.3%,+5.5%
UHS,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,146.42,,,,-32.8%,-23.1%,-15.7%
CYH,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,3.12,,,,+0.0%,-3.7%,-3.7%
DVA,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,208.66,,,,+83.7%,+36.3%,+51.9%
LH,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,266.16,,,,+6.1%,+1.2%,+1.7%
DGX,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,203.06,,,,+17.0%,+1.1%,+13.4%
IDXX,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,560.88,,,,-17.1%,-1.8%,+6.4%
ENSG,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,149.37,,,,-14.3%,-28.3%,-1.2%
MD,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,24.3,,,,+13.6%,+24.9%,+70.5%
AMN,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,30.8,,,,+95.4%,+58.9%,+42.5%
CCRN,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,13.17,,,,+62.6%,+36.9%,-1.2%
EVH,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,4.8,,,,+20.0%,+56.9%,-43.2%
HUM,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,379.22,,,,+48.1%,+131.7%,+61.4%
ALHC,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,19.75,,,,+0.0%,+15.4%,+31.0%
CNC,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,65.19,,,,+58.4%,+88.6%,+17.7%
MOH,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,200.28,,,,+15.4%,+34.2%,-31.8%
IQV,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,181.46,,,,-19.5%,+11.4%,+14.0%
ICLR,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,146.18,,,,-19.8%,+50.0%,-0.6%
MEDP,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,467.34,,,,-16.8%,+5.3%,+53.7%
CRL,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,187.51,,,,-6.0%,+22.8%,+23.5%
EHTH,Extended,Clinical Labs,Financials,Insurance,Adj,Dec,1.81,,,,-60.7%,+19.9%,-57.2%
TMUS,Extended,Cable / Telco,Communication Services,Telecommunication Services,GAAP,Dec,189.1,,,,-6.9%,-11.8%,-17.3%
VZ,Extended,Cable / Telco,Communication Services,Telecommunication Services,GAAP,Dec,48.11,,,,+18.1%,-5.0%,+11.5%
T,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,23.58,,,,-5.1%,-13.9%,-16.6%
CABO,Extended,Cable / Telco,Communication Services,Media & Entertainment,Adj,Dec,47.0,,,,-58.4%,-58.1%,-63.9%
LBRDK,Extended,Cable / Telco,Communication Services,Media & Entertainment,Adj,Dec,34.19,,,,-29.7%,-31.8%,-61.2%
VOD,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Mar,15.53,,,,+17.6%,+8.5%,+55.3%
DTE,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,28.32,,,,+2.4%,-13.7%,-8.9%
TEF,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,3.945,,,,+12.9%,+11.2%,-14.4%
GOOGL,Extended,Internet,Communication Services,Media & Entertainment,GAAP,Dec,359.68,,,,+14.9%,+18.5%,+104.7%
PINS,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,20.21,,,,-21.9%,+11.7%,-40.6%
SNAP,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,5.26,,,,-34.8%,+13.1%,-36.6%
RDDT,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,162.1,,,,-29.5%,+22.6%,+39.5%
ABNB,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,132.28,,,,-2.5%,+3.6%,-4.7%
EBAY,Extended,Internet,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,108.61,,,,+24.7%,+20.7%,+40.3%
TTD,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,19.28,,,,-49.2%,-27.3%,-72.7%
ROKU,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,143.66,,,,+32.4%,+51.5%,+87.2%
ETSY,Extended,Internet,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,69.48,,,,+25.3%,+33.6%,+17.2%
MTCH,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,34.89,,,,+8.1%,+15.9%,+13.8%
U,Extended,Internet,Information Technology,Software & Services,Adj,Dec,27.24,,,,-38.3%,+40.2%,+9.0%
ZG,Extended,Internet,Real Estate,Real Estate Management & Devel,Adj,Dec,32.22,,,,-52.8%,-21.0%,-54.4%
RMV,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,426.2,,,,-18.0%,-6.0%,-45.5%
YELP,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,23.1,,,,-24.0%,-4.0%,-35.5%
ANGI,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,5.59,,,,-56.8%,-25.6%,-64.7%
TREE,Extended,Internet,Financials,Financial Services,Adj,Dec,36.55,,,,-31.2%,-8.1%,+3.7%
XYZ,Extended,Internet,Financials,Financial Services,Adj,Dec,69.52,,,,+6.8%,+16.1%,+8.9%
CRTO,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,17.85,,,,-13.4%,-0.6%,-30.3%
CARS,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,9.48,,,,-22.3%,+22.6%,-10.9%
OCDO,Extended,Internet,Consumer Staples,Consumer Staples Distribution,Adj,Nov,197.7,,,,-16.2%,-2.1%,-25.0%
VRSN,Extended,Internet,Information Technology,Software & Services,Adj,Dec,279.89,,,,+15.2%,+19.0%,-0.7%
CDLX,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,5.41,,,,-53.0%,-19.1%,-66.2%
DHER,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,37.64,,,,+65.7%,+120.4%,+66.9%
PTON,Extended,Internet,Consumer Discretionary,Consumer Durables & Apparel,Adj,Jun,5.55,,,,-9.9%,+47.2%,-24.2%
LYFT,Extended,Internet,Industrials,Transportation,Adj,Dec,13.54,,,,-30.1%,+4.6%,-12.3%
PRX,Extended,Internet,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Mar,39.295,,,,-25.6%,-13.5%,-16.8%
AUTO,Extended,Internet,Communication Services,Media & Entertainment,Adj,Mar,463.7,,,,-20.9%,-4.9%,-43.4%
DKNG,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,29.0,,,,-15.8%,+13.5%,-23.6%
FLUT,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,110.65,,,,-48.5%,+4.9%,-59.2%
FLTR,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,8064.0,,,,-50.0%,-1.9%,-59.2%
WMG,Extended,Internet,Communication Services,Media & Entertainment,Adj,Sep,28.46,,,,-7.2%,+5.9%,+7.4%
SCOR,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,7.6,,,,+16.9%,+7.3%,+46.2%
ASM,Extended,Technology,Information Technology,Semiconductors & Semiconductor,Adj,Dec,1015.0,,,,+96.1%,+43.4%,+93.2%
ARM,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Mar,380.81,,,,+248.4%,+230.8%,+174.7%
MRVL,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,279.7,,,,+229.1%,+219.0%,+301.6%
AMD,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,511.57,,,,+138.9%,+158.7%,+331.7%
INTC,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,124.57,,,,+237.6%,+175.3%,+499.8%
TXN,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,301.12,,,,+73.6%,+58.4%,+50.8%
ADI,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,417.79,,,,+54.1%,+36.0%,+80.0%
005930,Extended,Technology,Information Technology,Technology Hardware & Equipmen,GAAP,Dec,324500.0,,,,+169.5%,+76.4%,+456.6%
000660,Extended,Technology,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,2162000.0,,,,+231.6%,+136.3%,+818.0%
WDC,Extended,Technology,Information Technology,Technology Hardware & Equipmen,GAAP,Jun,562.925,,,,+226.8%,+115.5%,+909.2%
SNDK,Extended,Technology,Information Technology,Technology Hardware & Equipmen,GAAP,Jun,1980.1,,,,+734.1%,+220.0%,+4694.4%
CLS,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Dec,393.12,,,,+33.0%,+48.4%,+200.7%
QRVO,Extended,Technology,Information Technology,Semiconductors & Semiconductor,Adj,Mar,98.59,,,,+16.7%,+25.2%,+20.6%
SWKS,Extended,Technology,Information Technology,Semiconductors & Semiconductor,Adj,Sep,73.97,,,,+16.7%,+34.0%,+2.7%
DELL,Extended,Technology,Information Technology,Technology Hardware & Equipmen,GAAP,Jan,395.57,,,,+214.2%,+163.9%,+248.8%
SMCI,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Jun,30.46,,,,+4.1%,-1.4%,-29.8%
IBM,Extended,Technology,Information Technology,Software & Services,GAAP,Dec,272.24,,,,-8.1%,+9.9%,-3.1%
XRX,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Dec,3.47,,,,+46.4%,+102.9%,-35.0%
HPE,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Oct,48.17,,,,+100.5%,+123.2%,+165.7%
HPQ,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Oct,25.24,,,,+13.3%,+33.2%,+2.0%
FLEX,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Mar,149.71,,,,+147.8%,+136.5%,+243.6%
CDW,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Dec,132.19,,,,-2.9%,+16.5%,-24.4%
SNX,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Nov,280.65,,,,+86.8%,+82.9%,+122.6%
AVT,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Jun,90.59,,,,+88.4%,+50.4%,+75.8%
ARW,Extended,Technology,Information Technology,Technology Hardware & Equipmen,Adj,Dec,226.78,,,,+105.8%,+61.4%,+83.6%
BA,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,219.05,,,,+0.9%,+7.0%,+7.5%
AIR,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,179.28,,,,-9.6%,+4.2%,+10.1%
SAF,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,306.1,,,,+2.9%,-0.6%,+18.6%
RTX,Extended,Aerospace / defense,Industrials,Capital Goods,GAAP,Dec,183.53,,,,+0.1%,-9.6%,+30.2%
LMT,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,540.33,,,,+11.7%,-17.2%,+15.1%
GD,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,360.22,,,,+7.0%,+1.4%,+28.7%
NOC,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,550.33,,,,-3.5%,-25.3%,+10.7%
MOG/A,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Sep,395.1,,,,+62.2%,+29.0%,+118.9%
HEI,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Oct,331.61,,,,+2.5%,+14.3%,+9.0%
RR/,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,1308.0,,,,+13.7%,+1.9%,+47.4%
CRS,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Jun,561.49,,,,+78.3%,+48.9%,+126.0%
HWM,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,264.67,,,,+29.1%,+8.6%,+54.3%
WWD,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Sep,386.85,,,,+28.0%,+6.9%,+64.7%
HXL,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,97.71,,,,+32.2%,+18.2%,+74.7%
AL,Extended,Aerospace / defense,,,Adj,Dec,,,,,,,
2588,Extended,Aerospace / defense,Industrials,Capital Goods,Adj,Dec,77.05,,,,+5.8%,+0.1%,+18.9%
FDS,Extended,Data / Information Svc,Financials,Financial Services,Adj,Aug,241.16,,,,-16.9%,+18.4%,-43.1%
EXPN,Extended,Data / Information Svc,Industrials,Commercial & Professional Serv,Adj,Mar,2569.0,,,,-23.6%,-6.8%,-31.8%
EFX,Extended,Data / Information Svc,Industrials,Commercial & Professional Serv,Adj,Dec,163.71,,,,-24.6%,-10.3%,-39.1%
