Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,412.355,,,,-11.7%,+12.3%,+1.5%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,398.585,,,,+20.7%,+5.5%,+29.1%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,412.785,,,,+35.8%,-7.6%,+80.7%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,367.6,,,,+6.2%,-23.7%,+23.3%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,221.4555,,,,+18.7%,-0.6%,+29.7%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,593.435,,,,-10.1%,-0.7%,-19.3%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,255.274,,,,+10.6%,-0.5%,+13.3%
JPM,Portfolio,,Financials,Banks,GAAP,Dec,358.88,,,,+11.4%,+19.2%,+19.7%
APO,Portfolio,,Financials,Financial Services,Adj,Dec,132.1401,,,,-8.7%,+2.6%,-2.7%
PGR,Portfolio,,Financials,Insurance,Adj,Dec,221.97,,,,+3.6%,+12.8%,-4.0%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,73.835,,,,-12.5%,+12.6%,+0.8%
APP,Portfolio,,Communication Services,Media & Entertainment,Adj,Dec,310.615,,,,-53.9%,-48.7%,-35.5%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Jan,281.3499,,,,+26.0%,+53.8%,+4.2%
FICO,Portfolio,,Information Technology,Software & Services,Adj,Sep,1104.73,,,,-34.7%,-11.7%,-26.6%
GOOG,Watchlist,,Communication Services,Media & Entertainment,GAAP,Dec,333.24,,,,+6.2%,-7.0%,+57.2%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Aug,939.245,,,,+229.1%,-11.7%,+692.7%
HOOD,Watchlist,,Financials,Financial Services,Adj,Dec,104.38,,,,-7.7%,+18.4%,+3.5%
TDG,Watchlist,,Industrials,Capital Goods,Adj,Sep,1160.07,,,,-12.8%,-7.0%,-11.1%
GE,Watchlist,,Industrials,Capital Goods,GAAP,Dec,330.705,,,,+7.4%,+4.1%,+20.1%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,286.36,,,,+67.3%,-14.4%,+195.1%
