Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Metric,Year,Q2 2023,Q3 2023,Q3 2023 chg,Q4 2023,Q4 2023 chg,Q1 2024,Q1 2024 chg,Q2 2024,Q2 2024 chg,Q3 2024,Q3 2024 chg,Q4 2024,Q4 2024 chg,Q1 2025,Q1 2025 chg,Q2 2025,Q2 2025 chg,Q3 2025,Q3 2025 chg,Q4 2025,Q4 2025 chg,Q1 2026,Q1 2026 chg,Price,PE,12m Rev,Return_YTD,Return_3m,Return_12m
DIS,Extended,Media content,Communication Services,Media & Entertainment,Adj,Sep,EPS,CY2026,,,,,,,,6.124,,5.79,-5.5%,6.16,+6.4%,6.116,-0.7%,6.292,+2.9%,6.447,+2.5%,6.597,+2.3%,6.591,-0.1%,96.28,14.6,+7.8%,-15.4%,-16.0%,+15.3%
DIS,Extended,Media content,Communication Services,Media & Entertainment,Adj,Sep,EPS,CY2027,,,,,,,,6.717,,6.369,-5.2%,6.878,+8.0%,6.892,+0.2%,7.049,+2.3%,7.154,+1.5%,7.327,+2.4%,7.288,-0.5%,96.28,13.2,+5.7%,-15.4%,-16.0%,+15.3%
DIS,Extended,Media content,Communication Services,Media & Entertainment,Adj,Sep,EPS,CY2028,,,,,,,,7.445,,6.905,-7.3%,7.55,+9.3%,7.576,+0.3%,7.756,+2.4%,7.777,+0.3%,8.151,+4.8%,8.094,-0.7%,96.28,11.9,+6.8%,-15.4%,-16.0%,+15.3%
FOXA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Jun,EPS,CY2025,,,,,,,,3.806,,3.682,-3.3%,4.116,+11.8%,4.324,+5.1%,4.495,+4.0%,4.488,-0.2%,,,,,59.3,13.2,+21.9%,-18.8%,-22.1%,+19.2%
FOXA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Jun,EPS,CY2026,,,,,,,,3.663,,3.618,-1.2%,3.828,+5.8%,4.018,+5.0%,4.227,+5.2%,4.204,-0.5%,4.48,+6.6%,4.626,+3.3%,59.3,12.8,+15.1%,-18.8%,-22.1%,+19.2%
FOXA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Jun,EPS,CY2027,,,,,,,,4.282,,4.069,-5.0%,4.303,+5.8%,4.62,+7.4%,4.727,+2.3%,4.814,+1.8%,5.035,+4.6%,5.125,+1.8%,59.3,11.6,+10.9%,-18.8%,-22.1%,+19.2%
FOXA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Jun,EPS,CY2028,,,,,,,,4.092,,4.117,+0.6%,4.152,+0.9%,4.32,+4.0%,4.501,+4.2%,4.702,+4.5%,5.016,+6.7%,5.109,+1.9%,59.3,11.6,+18.3%,-18.8%,-22.1%,+19.2%
AMCX,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,4.813,,4.958,+3.0%,3.836,-22.6%,2.82,-26.5%,2.354,-16.5%,2.251,-4.4%,2.053,-8.8%,2.017,-1.8%,7.38,3.7,-28.5%,-22.5%,-17.6%,+18.8%
AMCX,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,4.519,,4.556,+0.8%,3.429,-24.7%,2.568,-25.1%,2.235,-13.0%,1.991,-10.9%,1.897,-4.7%,1.577,-16.9%,7.38,4.7,-38.6%,-22.5%,-17.6%,+18.8%
AMCX,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,4.138,,4.815,+16.4%,3.337,-30.7%,2.532,-24.1%,2.109,-16.7%,1.851,-12.2%,1.42,-23.3%,1.381,-2.7%,7.38,5.3,-45.5%,-22.5%,-17.6%,+18.8%
AMCX,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,4.253,,4.515,+6.2%,2.903,-35.7%,3.05,+5.1%,2.66,-12.8%,2.198,-17.4%,1.628,-25.9%,1.026,-37.0%,7.38,7.2,-66.4%,-22.5%,-17.6%,+18.8%
TTWO,Extended,Media content,Communication Services,Media & Entertainment,Adj,Mar,EPS,CY2025,,,,,,,,7.28,,7.835,+7.6%,8.032,+2.5%,7.412,-7.7%,2.686,-63.8%,2.865,+6.7%,3.327,+16.1%,3.892,+17.0%,196.69,50.5,-47.5%,-23.2%,-22.7%,+1.1%
TTWO,Extended,Media content,Communication Services,Media & Entertainment,Adj,Mar,EPS,CY2026,,,,,,,,9.123,,9.186,+0.7%,9.248,+0.7%,9.125,-1.3%,9.271,+1.6%,8.82,-4.9%,7.832,-11.2%,8.033,+2.6%,196.69,24.5,-12.0%,-23.2%,-22.7%,+1.1%
TTWO,Extended,Media content,Communication Services,Media & Entertainment,Adj,Mar,EPS,CY2027,,,,,,,,9.388,,9.427,+0.4%,10.038,+6.5%,9.178,-8.6%,10.125,+10.3%,10.206,+0.8%,10.662,+4.5%,10.521,-1.3%,196.69,18.7,+14.6%,-23.2%,-22.7%,+1.1%
TTWO,Extended,Media content,Communication Services,Media & Entertainment,Adj,Mar,EPS,CY2028,,,,,,,,11.533,,11.68,+1.3%,12.043,+3.1%,11.031,-8.4%,10.323,-6.4%,12.655,+22.6%,10.839,-14.4%,11.367,+4.9%,196.69,17.3,+3.0%,-23.2%,-22.7%,+1.1%
RBLX,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,-1.248,,-1.061,+15.0%,-1.312,-23.7%,-1.463,-11.5%,-1.392,+4.9%,-1.643,-18.0%,-1.558,+5.2%,-1.376,+11.7%,57.2,-41.6,+5.9%,-29.4%,-24.6%,+8.0%
RBLX,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,-0.941,,-0.769,+18.3%,-0.841,-9.4%,-0.805,+4.3%,-1.164,-44.6%,-1.182,-1.5%,-1.56,-32.0%,-1.616,-3.6%,57.2,-35.4,-100.7%,-29.4%,-24.6%,+8.0%
RBLX,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,-0.872,,-0.267,+69.4%,-0.663,-148.3%,-0.787,-18.7%,-0.896,-13.9%,-0.603,+32.7%,-1.181,-95.9%,-0.957,+19.0%,57.2,-59.8,-21.6%,-29.4%,-24.6%,+8.0%
RBLX,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,-0.364,,0.1,+127.5%,-0.104,-204.0%,-0.211,-102.9%,-0.109,+48.3%,0.671,+715.6%,-0.064,-109.5%,-0.514,-703.1%,57.2,-111.3,-143.6%,-29.4%,-24.6%,+8.0%
EA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Mar,EPS,CY2025,,,,,,,,8.27,,8.364,+1.1%,8.518,+1.8%,7.54,-11.5%,8.165,+8.3%,8.304,+1.7%,8.601,+3.6%,8.636,+0.4%,204.16,23.6,+14.5%,-0.1%,-0.1%,+50.8%
EA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Mar,EPS,CY2026,,,,,,,,8.988,,9.282,+3.3%,9.513,+2.5%,8.583,-9.8%,9.019,+5.1%,9.152,+1.5%,9.244,+1.0%,9.29,+0.5%,204.16,22.0,+8.2%,-0.1%,-0.1%,+50.8%
EA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Mar,EPS,CY2027,,,,,,,,10.572,,10.181,-3.7%,10.497,+3.1%,9.741,-7.2%,9.909,+1.7%,10.064,+1.6%,9.984,-0.8%,10.046,+0.6%,204.16,20.3,+3.1%,-0.1%,-0.1%,+50.8%
EA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Mar,EPS,CY2028,,,,,,,,11.075,,11.015,-0.5%,11.068,+0.5%,11.063,-0.0%,11.527,+4.2%,11.199,-2.8%,11.064,-1.2%,11.06,-0.0%,204.16,18.5,-0.0%,-0.1%,-0.1%,+50.8%
SBGI,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,-0.192,,-0.46,-139.6%,-0.453,+1.5%,-0.793,-75.1%,-2.627,-231.3%,-2.882,-9.7%,-2.923,-1.4%,-3.196,-9.3%,13.28,-4.2,-303.0%,-13.2%,-12.0%,-3.6%
SBGI,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,2.668,,3.153,+18.2%,2.89,-8.3%,3.03,+4.8%,2.376,-21.6%,1.343,-43.5%,0.902,-32.8%,1.17,+29.7%,13.28,11.4,-61.4%,-13.2%,-12.0%,-3.6%
SBGI,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,-0.374,,0.67,+279.1%,-0.08,-111.9%,0.723,+1003.8%,-0.067,-109.3%,-1.037,-1447.8%,-1.522,-46.8%,-1.38,+9.3%,13.28,-9.6,-290.9%,-13.2%,-12.0%,-3.6%
SBGI,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,3.26,,4.837,+48.4%,3.607,-25.4%,4.283,+18.7%,3.72,-13.1%,3.303,-11.2%,2.723,-17.6%,3.075,+12.9%,13.28,4.3,-28.2%,-13.2%,-12.0%,-3.6%
TGNA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,2.238,,2.147,-4.1%,1.917,-10.7%,1.711,-10.7%,1.588,-7.2%,1.598,+0.6%,1.594,-0.3%,1.603,+0.6%,20.03,12.5,-6.3%,+3.2%,+3.6%,+25.0%
TGNA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,4.08,,3.948,-3.2%,3.668,-7.1%,3.592,-2.1%,3.253,-9.4%,3.233,-0.6%,3.043,-5.9%,3.15,+3.5%,20.03,6.4,-12.3%,+3.2%,+3.6%,+25.0%
TGNA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,3.06,,2.653,-13.3%,2.397,-9.6%,2.203,-8.1%,2.005,-9.0%,1.973,-1.6%,1.753,-11.2%,1.54,-12.2%,20.03,13.0,-30.1%,+3.2%,+3.6%,+25.0%
TGNA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,5.015,,4.58,-8.7%,3.55,-22.5%,4.323,+21.8%,4.123,-4.6%,3.87,-6.1%,3.575,-7.6%,3.55,-0.7%,20.03,5.6,-17.9%,+3.2%,+3.6%,+25.0%
NYT,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,1.983,,2.053,+3.5%,2.074,+1.0%,2.132,+2.8%,2.186,+2.5%,2.314,+5.9%,2.41,+4.1%,2.428,+0.7%,85.14,35.1,+13.9%,+22.6%,+22.7%,+79.5%
NYT,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,2.197,,2.29,+4.2%,2.296,+0.3%,2.317,+0.9%,2.405,+3.8%,2.524,+4.9%,2.624,+4.0%,2.723,+3.8%,85.14,31.3,+17.5%,+22.6%,+22.7%,+79.5%
NYT,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,2.477,,2.595,+4.8%,2.544,-2.0%,2.547,+0.1%,2.7,+6.0%,2.856,+5.8%,2.972,+4.1%,3.06,+3.0%,85.14,27.8,+20.1%,+22.6%,+22.7%,+79.5%
NYT,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,,,,,2.99,,2.76,-7.7%,2.89,+4.7%,3.05,+5.5%,3.15,+3.3%,3.433,+9.0%,85.14,24.8,+24.4%,+22.6%,+22.7%,+79.5%
NXST,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,16.462,,15.641,-5.0%,14.46,-7.6%,14.119,-2.4%,13.72,-2.8%,13.3,-3.1%,12.554,-5.6%,12.144,-3.3%,186.03,15.3,-14.0%,-8.4%,-10.0%,+21.3%
NXST,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,31.9,,28.528,-10.6%,27.443,-3.8%,26.223,-4.4%,26.268,+0.2%,25.591,-2.6%,24.587,-3.9%,25.129,+2.2%,186.03,7.4,-4.2%,-8.4%,-10.0%,+21.3%
NXST,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,26.48,,23.768,-10.2%,22.766,-4.2%,18.117,-20.4%,18.803,+3.8%,18.478,-1.7%,17.665,-4.4%,17.427,-1.3%,186.03,10.7,-3.8%,-8.4%,-10.0%,+21.3%
NXST,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,41.61,,39.877,-4.2%,38.363,-3.8%,36.613,-4.6%,35.38,-3.4%,32.263,-8.8%,31.794,-1.5%,29.644,-6.8%,186.03,6.3,-19.0%,-8.4%,-10.0%,+21.3%
FWONA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,1.973,,1.795,-9.0%,1.392,-22.5%,1.258,-9.6%,1.581,+25.7%,2.504,+58.4%,2.258,-9.8%,2.227,-1.4%,79.56,35.7,+77.0%,-11.0%,-9.9%,+9.5%
FWONA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,2.546,,2.469,-3.0%,1.94,-21.4%,1.726,-11.0%,1.973,+14.3%,2.131,+8.0%,1.868,-12.3%,1.619,-13.3%,79.56,49.1,-6.2%,-11.0%,-9.9%,+9.5%
FWONA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,3.493,,3.415,-2.2%,2.577,-24.5%,2.153,-16.5%,2.467,+14.6%,2.602,+5.5%,2.353,-9.6%,2.162,-8.1%,79.56,36.8,+0.4%,-11.0%,-9.9%,+9.5%
FWONA,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,5.287,,5.09,-3.7%,3.128,-38.5%,2.885,-7.8%,2.9,+0.5%,3.403,+17.3%,3.22,-5.4%,2.702,-16.1%,79.56,29.4,-6.3%,-11.0%,-9.9%,+9.5%
FWONK,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,1.973,,1.795,-9.0%,1.392,-22.5%,1.258,-9.6%,1.581,+25.7%,2.504,+58.4%,2.258,-9.8%,2.227,-1.4%,86.2,38.7,+77.0%,-12.5%,-10.0%,+7.1%
FWONK,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,2.546,,2.469,-3.0%,1.94,-21.4%,1.726,-11.0%,1.973,+14.3%,2.131,+8.0%,1.868,-12.3%,1.619,-13.3%,86.2,53.2,-6.2%,-12.5%,-10.0%,+7.1%
FWONK,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,3.493,,3.415,-2.2%,2.577,-24.5%,2.153,-16.5%,2.467,+14.6%,2.602,+5.5%,2.353,-9.6%,2.162,-8.1%,86.2,39.9,+0.4%,-12.5%,-10.0%,+7.1%
FWONK,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,5.287,,5.09,-3.7%,3.128,-38.5%,2.885,-7.8%,2.9,+0.5%,3.403,+17.3%,3.22,-5.4%,2.702,-16.1%,86.2,31.9,-6.3%,-12.5%,-10.0%,+7.1%
LYV,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,2.411,,2.449,+1.6%,2.634,+7.6%,3.119,+18.4%,2.171,-30.4%,1.014,-53.3%,-0.142,-114.0%,-0.213,-50.0%,160.12,-751.7,-106.8%,+12.4%,+10.0%,+32.5%
LYV,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,3.01,,2.978,-1.1%,3.14,+5.4%,3.292,+4.8%,2.678,-18.7%,2.775,+3.6%,2.189,-21.1%,1.511,-31.0%,160.12,106.0,-54.1%,+12.4%,+10.0%,+32.5%
LYV,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,3.884,,3.779,-2.7%,3.604,-4.6%,3.788,+5.1%,3.527,-6.9%,3.429,-2.8%,2.93,-14.6%,2.388,-18.5%,160.12,67.1,-37.0%,+12.4%,+10.0%,+32.5%
LYV,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,4.993,,4.583,-8.2%,3.852,-16.0%,5.272,+36.9%,3.763,-28.6%,3.506,-6.8%,3.184,-9.2%,3.408,+7.0%,160.12,47.0,-35.4%,+12.4%,+10.0%,+32.5%
SIRI,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,3.246,,3.253,+0.2%,2.984,-8.3%,3.042,+1.9%,2.823,-7.2%,2.728,-3.4%,2.798,+2.6%,,,23.39,8.4,-6.2%,+17.0%,+8.2%,+19.9%
SIRI,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,3.406,,3.386,-0.6%,3.329,-1.7%,3.074,-7.7%,2.981,-3.0%,3.064,+2.8%,3.098,+1.1%,,,23.39,7.6,-6.9%,+17.0%,+8.2%,+19.9%
SIRI,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,3.779,,3.597,-4.8%,4.107,+14.2%,3.178,-22.6%,3.12,-1.8%,3.186,+2.1%,3.272,+2.7%,,,23.39,7.1,-20.3%,+17.0%,+8.2%,+19.9%
SIRI,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,3.81,,3.503,-8.1%,4.727,+34.9%,3.556,-24.8%,3.495,-1.7%,3.518,+0.7%,3.74,+6.3%,,,23.39,6.3,-20.9%,+17.0%,+8.2%,+19.9%
LBTYA,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2025,,,,,,,,-2.739,,-2.71,+1.1%,-2.363,+12.8%,-2.466,-4.4%,-3.976,-61.2%,-7.127,-79.3%,-8.284,-16.2%,-12.843,-55.0%,12.5,-1.0,-420.8%,+12.2%,+13.5%,+21.4%
LBTYA,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2026,,,,,,,,-2.517,,-2.209,+12.2%,-1.813,+17.9%,-2.082,-14.8%,-1.689,+18.9%,-2.14,-26.7%,-1.706,+20.3%,-1.718,-0.7%,12.5,-7.3,+17.5%,+12.2%,+13.5%,+21.4%
LBTYA,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2027,,,,,,,,-2.463,,-1.085,+55.9%,-1.168,-7.6%,-1.934,-65.6%,-1.566,+19.0%,-2.217,-41.6%,-1.604,+27.6%,-1.63,-1.6%,12.5,-7.7,+15.7%,+12.2%,+13.5%,+21.4%
LBTYA,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2028,,,,,,,,-3.22,,-3.22,+0.0%,0.665,+120.7%,-1.323,-298.9%,-1.437,-8.6%,-4.13,-187.4%,-1.38,+66.6%,-1.5,-8.7%,12.5,-8.3,-13.4%,+12.2%,+13.5%,+21.4%
BATRK,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,-0.267,,-0.3,-12.4%,-0.755,-151.7%,-0.54,+28.5%,-0.355,+34.3%,-0.303,+14.6%,-0.263,+13.2%,-0.263,+0.0%,43.91,-167.0,+51.3%,+11.3%,+11.4%,+17.9%
BATRK,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,0.09,,0.09,+0.0%,-0.615,-783.3%,-0.4,+35.0%,-0.367,+8.3%,-0.292,+20.4%,-0.206,+29.5%,-0.017,+91.7%,43.91,-2582.9,+95.8%,+11.3%,+11.4%,+17.9%
BATRK,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,,,,,,,-0.28,,-0.305,-8.9%,-0.091,+70.2%,-0.08,+12.1%,0.113,+241.2%,43.91,388.6,+140.4%,+11.3%,+11.4%,+17.9%
BATRK,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,,,,,,,,,,,,,,,-0.155,,43.91,-283.3,,+11.3%,+11.4%,+17.9%
LAMR,Extended,Media content,Real Estate,Equity Real Estate Investment,Adj,Dec,EPS,CY2025,,,,,,,,5.73,,5.752,+0.4%,5.648,-1.8%,5.985,+6.0%,5.893,-1.5%,5.955,+1.1%,5.86,-1.6%,5.857,-0.1%,128.19,21.9,-2.1%,+1.3%,+0.7%,+22.3%
LAMR,Extended,Media content,Real Estate,Equity Real Estate Investment,Adj,Dec,EPS,CY2026,,,,,,,,6.253,,6.288,+0.6%,6.153,-2.1%,5.968,-3.0%,5.862,-1.8%,5.86,-0.0%,5.83,-0.5%,5.682,-2.5%,128.19,22.6,-4.8%,+1.3%,+0.7%,+22.3%
LAMR,Extended,Media content,Real Estate,Equity Real Estate Investment,Adj,Dec,EPS,CY2027,,,,,,,,7.3,,7.21,-1.2%,6.645,-7.8%,6.456,-2.8%,6.33,-2.0%,6.507,+2.8%,6.312,-3.0%,6.088,-3.5%,128.19,21.1,-5.7%,+1.3%,+0.7%,+22.3%
LAMR,Extended,Media content,Real Estate,Equity Real Estate Investment,Adj,Dec,EPS,CY2028,,,,,,,,8.1,,7.955,-1.8%,7.32,-8.0%,7.04,-3.8%,6.845,-2.8%,6.815,-0.4%,6.74,-1.1%,6.897,+2.3%,128.19,18.6,-2.0%,+1.3%,+0.7%,+22.3%
OUT,Extended,Media content,Real Estate,Equity Real Estate Investment,Adj,Dec,EPS,CY2025,,,,,,,,0.848,,0.877,+3.4%,0.881,+0.5%,0.853,-3.2%,0.821,-3.8%,0.702,-14.5%,0.77,+9.7%,0.772,+0.3%,27.32,35.4,-9.5%,+13.4%,+12.7%,+95.8%
OUT,Extended,Media content,Real Estate,Equity Real Estate Investment,Adj,Dec,EPS,CY2026,,,,,,,,0.91,,1.025,+12.6%,1.02,-0.5%,0.954,-6.5%,0.923,-3.2%,0.945,+2.4%,1.112,+17.7%,1.223,+10.0%,27.32,22.3,+28.2%,+13.4%,+12.7%,+95.8%
OUT,Extended,Media content,Real Estate,Equity Real Estate Investment,Adj,Dec,EPS,CY2027,,,,,,,,0.9,,1.195,+32.8%,1.177,-1.5%,1.03,-12.5%,1.093,+6.1%,1.127,+3.1%,1.244,+10.4%,1.329,+6.8%,27.32,20.6,+29.0%,+13.4%,+12.7%,+95.8%
OUT,Extended,Media content,Real Estate,Equity Real Estate Investment,Adj,Dec,EPS,CY2028,,,,,,,,0.89,,1.295,+45.5%,1.285,-0.8%,1.24,-3.5%,1.135,-8.5%,1.23,+8.4%,1.383,+12.4%,1.468,+6.1%,27.32,18.6,+18.4%,+13.4%,+12.7%,+95.8%
TV,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2025,,,,,,,,3.479,,1.338,-61.5%,1.319,-1.4%,-0.925,-170.1%,-0.891,+3.7%,0.125,+114.0%,-0.089,-171.2%,-0.75,-742.7%,2.92,-3.9,+18.9%,+0.3%,-2.3%,+75.9%
TV,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2026,,,,,,,,4.571,,3.393,-25.8%,4.27,+25.8%,5.943,+39.2%,1.371,-76.9%,0.279,-79.6%,1.208,+333.0%,3.695,+205.9%,2.92,0.8,-37.8%,+0.3%,-2.3%,+75.9%
TV,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2027,,,,,,,,7.447,,4.825,-35.2%,7.6,+57.5%,12.767,+68.0%,3.9,-69.5%,1.586,-59.3%,2.919,+84.0%,4.14,+41.8%,2.92,0.7,-67.6%,+0.3%,-2.3%,+75.9%
TV,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2028,,,,,,,,0.7,,7.775,+1010.7%,10.8,+38.9%,8.175,-24.3%,0.825,-89.9%,-0.083,-110.1%,1.873,+2356.6%,10.567,+464.2%,2.92,0.3,+29.3%,+0.3%,-2.3%,+75.9%
LUMN,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2025,,,,,,,,-0.138,,-0.507,-267.4%,-0.61,-20.3%,-0.993,-62.8%,-0.937,+5.6%,-0.805,+14.1%,-0.795,+1.2%,-0.617,+22.4%,6.63,-10.7,+37.9%,-14.7%,-20.1%,+102.8%
LUMN,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2026,,,,,,,,-0.024,,-0.122,-408.3%,-0.233,-91.0%,-0.783,-236.1%,-0.748,+4.5%,-0.485,+35.2%,-0.456,+6.0%,-0.366,+19.7%,6.63,-18.1,+53.3%,-14.7%,-20.1%,+102.8%
LUMN,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2027,,,,,,,,0.12,,0.167,+39.2%,0.127,-24.0%,-0.496,-490.6%,-0.509,-2.6%,-0.379,+25.5%,-0.322,+15.0%,-0.206,+36.0%,6.63,-32.2,+58.5%,-14.7%,-20.1%,+102.8%
LUMN,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2028,,,,,,,,0.253,,0.403,+59.3%,0.353,-12.4%,-0.037,-110.5%,-0.449,-1113.5%,-0.327,+27.2%,-0.282,+13.8%,-0.205,+27.3%,6.63,-32.3,-454.1%,-14.7%,-20.1%,+102.8%
WPP,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,0.958,,0.903,-5.7%,0.863,-4.4%,0.855,-0.9%,0.811,-5.1%,0.668,-17.6%,0.624,-6.6%,0.619,-0.8%,239.8,3.9,-27.6%,-28.9%,-31.3%,-56.0%
WPP,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,0.978,,0.963,-1.5%,0.95,-1.3%,0.879,-7.5%,0.816,-7.2%,0.692,-15.2%,0.599,-13.4%,0.54,-9.8%,239.8,4.4,-38.6%,-28.9%,-31.3%,-56.0%
WPP,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,1.061,,0.973,-8.3%,0.96,-1.3%,0.921,-4.1%,0.866,-6.0%,0.745,-14.0%,0.664,-10.9%,0.58,-12.7%,239.8,4.1,-37.0%,-28.9%,-31.3%,-56.0%
WPP,Extended,Media content,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,1.227,,1.043,-15.0%,1.024,-1.8%,0.961,-6.2%,0.907,-5.6%,0.797,-12.1%,0.751,-5.8%,0.644,-14.2%,239.8,3.7,-33.0%,-28.9%,-31.3%,-56.0%
BCE,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2025,,,,,,,,3.073,,3.036,-1.2%,2.911,-4.1%,2.765,-5.0%,2.746,-0.7%,2.696,-1.8%,2.73,+1.3%,2.719,-0.4%,33.77,12.4,-1.7%,+3.1%,+4.7%,+4.3%
BCE,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2026,,,,,,,,3.177,,3.194,+0.5%,2.917,-8.7%,2.723,-6.7%,2.645,-2.9%,2.719,+2.8%,2.691,-1.0%,2.564,-4.7%,33.77,13.2,-5.8%,+3.1%,+4.7%,+4.3%
BCE,Extended,Media content,Communication Services,Telecommunication Services,Adj,Dec,EPS,CY2027,,,,,,,,3.36,,3.367,+0.2%,3.1,-7.9%,2.814,-9.2%,2.793,-0.7%,2.69,-3.7%,2.727,+1.4%,2.705,-0.8%,33.77,12.5,-3.9%,+3.1%,+4.7%,+4.3%
