Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Metric,Year,Q2 2023,Q3 2023,Q3 2023 chg,Q4 2023,Q4 2023 chg,Q1 2024,Q1 2024 chg,Q2 2024,Q2 2024 chg,Q3 2024,Q3 2024 chg,Q4 2024,Q4 2024 chg,Q1 2025,Q1 2025 chg,Q2 2025,Q2 2025 chg,Q3 2025,Q3 2025 chg,Q4 2025,Q4 2025 chg,Q1 2026,Q1 2026 chg,Price,PE,12m Rev,Return_YTD,Return_3m,Return_12m
CRWD,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2027,,,,,,,,7.565,,6.692,-11.5%,6.694,+0.0%,6.15,-8.1%,6.2,+0.8%,6.135,-1.0%,6.109,-0.4%,6.164,+0.9%,398.61,64.7,+0.2%,-15.0%,-13.0%,+23.9%
CRWD,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2028,,,,,,,,9.294,,8.127,-12.6%,8.273,+1.8%,8.592,+3.9%,8.27,-3.7%,7.857,-5.0%,7.851,-0.1%,8.076,+2.9%,398.61,49.4,-6.0%,-15.0%,-13.0%,+23.9%
PLTR,Extended,Software,Information Technology,Software & Services,GAAP,Dec,EPS,CY2025,,,,,,,,0.201,,0.249,+23.9%,0.314,+26.1%,0.315,+0.3%,0.322,+2.2%,0.426,+32.3%,0.569,+33.6%,0.566,-0.5%,147.93,261.4,+79.7%,-16.8%,-17.7%,+99.9%
PLTR,Extended,Software,Information Technology,Software & Services,GAAP,Dec,EPS,CY2026,,,,,,,,0.375,,0.324,-13.6%,0.379,+17.0%,0.412,+8.7%,0.422,+2.4%,0.561,+32.9%,0.764,+36.2%,1.111,+45.4%,147.93,133.2,+169.7%,-16.8%,-17.7%,+99.9%
PLTR,Extended,Software,Information Technology,Software & Services,GAAP,Dec,EPS,CY2027,,,,,,,,0.41,,0.47,+14.6%,0.52,+10.6%,0.67,+28.8%,0.677,+1.0%,0.815,+20.4%,1.07,+31.3%,1.593,+48.9%,147.93,92.9,+137.8%,-16.8%,-17.7%,+99.9%
PLTR,Extended,Software,Information Technology,Software & Services,GAAP,Dec,EPS,CY2028,,,,,,,,0.52,,0.61,+17.3%,0.66,+8.2%,0.99,+50.0%,1.07,+8.1%,1.423,+33.0%,1.633,+14.8%,2.238,+37.0%,147.93,66.1,+126.1%,-16.8%,-17.7%,+99.9%
PANW,Extended,Software,Information Technology,Software & Services,Adj,Jul,EPS,CY2025,,,,,,,,3.104,,3.141,+1.2%,3.176,+1.1%,3.229,+1.7%,3.274,+1.4%,3.275,+0.0%,,,,,161.95,49.5,+4.3%,-12.1%,-12.9%,+5.5%
PANW,Extended,Software,Information Technology,Software & Services,Adj,Jul,EPS,CY2026,,,,,,,,3.624,,3.584,-1.1%,3.753,+4.7%,3.68,-1.9%,3.697,+0.5%,3.814,+3.2%,3.861,+1.2%,3.694,-4.3%,161.95,43.8,+0.4%,-12.1%,-12.9%,+5.5%
PANW,Extended,Software,Information Technology,Software & Services,Adj,Jul,EPS,CY2027,,,,,,,,3.779,,4.185,+10.7%,4.429,+5.8%,4.276,-3.5%,4.208,-1.6%,4.306,+2.3%,4.333,+0.6%,3.976,-8.2%,161.95,40.7,-7.0%,-12.1%,-12.9%,+5.5%
PANW,Extended,Software,Information Technology,Software & Services,Adj,Jul,EPS,CY2028,,,,,,,,4.344,,5.067,+16.6%,4.592,-9.4%,4.393,-4.3%,4.534,+3.2%,4.892,+7.9%,4.896,+0.1%,4.635,-5.3%,161.95,34.9,+5.5%,-12.1%,-12.9%,+5.5%
FTNT,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2025,,,,,,,,1.971,,2.241,+13.7%,2.441,+8.9%,2.455,+0.6%,2.481,+1.1%,2.521,+1.6%,2.688,+6.6%,2.693,+0.2%,82.29,30.6,+9.7%,+3.6%,+4.9%,-2.9%
FTNT,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2026,,,,,,,,2.321,,2.568,+10.6%,2.773,+8.0%,2.813,+1.4%,2.823,+0.4%,2.79,-1.2%,2.925,+4.8%,2.981,+1.9%,82.29,27.6,+6.0%,+3.6%,+4.9%,-2.9%
FTNT,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2027,,,,,,,,2.61,,2.918,+11.8%,3.047,+4.4%,3.274,+7.4%,3.212,-1.9%,3.095,-3.6%,3.252,+5.1%,3.31,+1.8%,82.29,24.9,+1.1%,+3.6%,+4.9%,-2.9%
FTNT,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2028,,,,,,,,2.97,,3.24,+9.1%,3.362,+3.8%,3.61,+7.4%,3.616,+0.2%,3.346,-7.5%,3.472,+3.8%,3.723,+7.2%,82.29,22.1,+3.1%,+3.6%,+4.9%,-2.9%
TEAM,Extended,Software,Information Technology,Software & Services,Adj,Jun,EPS,CY2025,,,,,,,,3.237,,3.148,-2.7%,3.262,+3.6%,3.501,+7.3%,3.573,+2.1%,3.563,-0.3%,,,,,68.09,19.1,+13.2%,-58.0%,-57.0%,-63.7%
TEAM,Extended,Software,Information Technology,Software & Services,Adj,Jun,EPS,CY2026,,,,,,,,4.15,,4.039,-2.7%,4.066,+0.7%,4.242,+4.3%,4.24,-0.0%,4.299,+1.4%,4.88,+13.5%,4.749,-2.7%,68.09,14.3,+12.0%,-58.0%,-57.0%,-63.7%
TEAM,Extended,Software,Information Technology,Software & Services,Adj,Jun,EPS,CY2027,,,,,,,,5.478,,4.987,-9.0%,5.073,+1.7%,5.286,+4.2%,5.205,-1.5%,5.205,+0.0%,5.654,+8.6%,5.518,-2.4%,68.09,12.3,+4.4%,-58.0%,-57.0%,-63.7%
TEAM,Extended,Software,Information Technology,Software & Services,Adj,Jun,EPS,CY2028,,,,,,,,7.053,,6.095,-13.6%,6.346,+4.1%,6.482,+2.1%,6.338,-2.2%,6.55,+3.3%,6.892,+5.2%,6.608,-4.1%,68.09,10.3,+1.9%,-58.0%,-57.0%,-63.7%
TYL,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2025,,,,,,,,10.426,,10.586,+1.5%,10.754,+1.6%,11.009,+2.4%,11.175,+1.5%,11.369,+1.7%,11.41,+0.4%,11.413,+0.0%,337.2,29.5,+3.7%,-25.7%,-24.0%,-37.4%
TYL,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2026,,,,,,,,12.336,,12.336,+0.0%,12.359,+0.2%,12.344,-0.1%,12.377,+0.3%,12.611,+1.9%,12.532,-0.6%,12.539,+0.1%,337.2,26.9,+1.6%,-25.7%,-24.0%,-37.4%
TYL,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2027,,,,,,,,14.5,,15.06,+3.9%,13.63,-9.5%,13.565,-0.5%,14.177,+4.5%,14.393,+1.5%,14.263,-0.9%,14.186,-0.5%,337.2,23.8,+4.6%,-25.7%,-24.0%,-37.4%
TYL,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2028,,,,,,,,16.55,,17.38,+5.0%,16.505,-5.0%,15.365,-6.9%,15.763,+2.6%,15.773,+0.1%,15.892,+0.8%,16.006,+0.7%,337.2,21.1,+4.2%,-25.7%,-24.0%,-37.4%
BLKB,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2025,,,,,,,,4.808,,4.796,-0.2%,4.67,-2.6%,4.256,-8.9%,4.223,-0.8%,4.386,+3.9%,4.414,+0.6%,4.415,+0.0%,38.87,8.8,+3.7%,-38.6%,-35.5%,-37.5%
BLKB,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2026,,,,,,,,5.29,,5.23,-1.1%,5.118,-2.1%,4.256,-16.8%,4.565,+7.3%,4.72,+3.4%,4.933,+4.5%,5.193,+5.3%,38.87,7.5,+22.0%,-38.6%,-35.5%,-37.5%
BLKB,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2027,,,,,,,,6.19,,6.08,-1.8%,6.49,+6.7%,3.74,-42.4%,4.43,+18.4%,4.925,+11.2%,5.302,+7.7%,5.858,+10.5%,38.87,6.6,+56.6%,-38.6%,-35.5%,-37.5%
BLKB,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2028,,,,,,,,6.97,,6.97,+0.0%,7.35,+5.5%,4.53,-38.4%,5.16,+13.9%,5.19,+0.6%,5.21,+0.4%,6.04,+15.9%,38.87,6.4,+33.3%,-38.6%,-35.5%,-37.5%
TWLO,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2025,,,,,,,,3.426,,3.757,+9.7%,4.201,+11.8%,4.37,+4.0%,4.585,+4.9%,4.558,-0.6%,4.796,+5.2%,4.797,+0.0%,131.53,27.4,+9.8%,-7.5%,-5.6%,+57.4%
TWLO,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2026,,,,,,,,4.007,,4.298,+7.3%,4.738,+10.2%,5.129,+8.3%,5.248,+2.3%,5.2,-0.9%,5.437,+4.6%,5.421,-0.3%,131.53,24.3,+5.7%,-7.5%,-5.6%,+57.4%
TWLO,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2027,,,,,,,,4.62,,4.75,+2.8%,5.135,+8.1%,6.115,+19.1%,6.116,+0.0%,6.119,+0.0%,6.27,+2.5%,6.378,+1.7%,131.53,20.6,+4.3%,-7.5%,-5.6%,+57.4%
TWLO,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2028,,,,,,,,4.93,,5.097,+3.4%,5.707,+12.0%,7.163,+25.5%,6.778,-5.4%,6.768,-0.1%,6.958,+2.8%,7.265,+4.4%,131.53,18.1,+1.4%,-7.5%,-5.6%,+57.4%
DBX,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2025,,,,,,,,2.298,,2.385,+3.8%,2.557,+7.2%,2.557,+0.0%,2.629,+2.8%,2.708,+3.0%,2.798,+3.3%,2.793,-0.2%,23.75,8.5,+9.2%,-14.6%,-12.0%,-6.7%
DBX,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2026,,,,,,,,2.502,,2.546,+1.8%,2.687,+5.5%,2.828,+5.2%,2.855,+1.0%,2.931,+2.7%,3.001,+2.4%,2.975,-0.9%,23.75,8.0,+5.2%,-14.6%,-12.0%,-6.7%
DBX,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2027,,,,,,,,2.44,,2.48,+1.6%,2.46,-0.8%,3.093,+25.7%,2.95,-4.6%,3.135,+6.3%,3.138,+0.1%,3.369,+7.4%,23.75,7.0,+8.9%,-14.6%,-12.0%,-6.7%
DBX,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2028,,,,,,,,2.6,,2.6,+0.0%,2.56,-1.5%,3.78,+47.7%,2.85,-24.6%,2.8,-1.8%,2.66,-5.0%,3.28,+23.3%,23.75,7.2,-13.2%,-14.6%,-12.0%,-6.7%
BOX,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2025,,,,,,,,1.802,,1.863,+3.4%,1.884,+1.1%,1.193,-36.7%,1.274,+6.8%,1.287,+1.0%,1.323,+2.8%,1.323,+0.0%,24.17,18.3,+10.9%,-19.2%,-17.0%,-18.9%
BOX,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2026,,,,,,,,2.12,,2.058,-2.9%,2.118,+2.9%,1.506,-28.9%,1.516,+0.7%,1.461,-3.6%,1.528,+4.6%,1.63,+6.7%,24.17,14.8,+8.2%,-19.2%,-17.0%,-18.9%
BOX,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2027,,,,,,,,2.28,,2.27,-0.4%,2.6,+14.5%,2.11,-18.8%,2.14,+1.4%,1.948,-9.0%,1.65,-15.3%,1.866,+13.1%,24.17,13.0,-11.6%,-19.2%,-17.0%,-18.9%
BOX,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2028,,,,,,,,2.51,,2.51,+0.0%,2.88,+14.7%,2.91,+1.0%,3.31,+13.7%,3.36,+1.5%,3.41,+1.5%,2.65,-22.3%,24.17,9.1,-8.9%,-19.2%,-17.0%,-18.9%
ZM,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2025,,,,,,,,5.1,,5.295,+3.8%,5.366,+1.3%,5.38,+0.3%,5.597,+4.0%,5.873,+4.9%,6.049,+3.0%,6.052,+0.0%,82.68,13.7,+12.5%,-4.2%,-3.6%,+22.0%
ZM,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2026,,,,,,,,5.055,,5.435,+7.5%,5.457,+0.4%,5.481,+0.4%,5.684,+3.7%,5.937,+4.5%,6.046,+1.8%,5.819,-3.8%,82.68,14.2,+6.2%,-4.2%,-3.6%,+22.0%
ZM,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2027,,,,,,,,5.22,,5.532,+6.0%,5.613,+1.5%,5.669,+1.0%,5.909,+4.2%,6.217,+5.2%,6.226,+0.1%,6.148,-1.3%,82.68,13.4,+8.4%,-4.2%,-3.6%,+22.0%
ZM,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2028,,,,,,,,5.428,,5.78,+6.5%,5.892,+1.9%,5.698,-3.3%,5.888,+3.3%,6.203,+5.3%,6.302,+1.6%,6.445,+2.3%,82.68,12.8,+13.1%,-4.2%,-3.6%,+22.0%
AXON,Extended,Software,Industrials,Capital Goods,Adj,Dec,EPS,CY2025,,,,,,,,5.759,,5.951,+3.3%,6.29,+5.7%,6.147,-2.3%,6.251,+1.7%,6.777,+8.4%,6.304,-7.0%,,,413.07,65.5,+0.2%,-27.3%,-34.1%,-16.9%
AXON,Extended,Software,Industrials,Capital Goods,Adj,Dec,EPS,CY2026,,,,,,,,6.668,,7.27,+9.0%,7.773,+6.9%,7.503,-3.5%,7.736,+3.1%,7.986,+3.2%,7.624,-4.5%,,,413.07,54.2,-1.9%,-27.3%,-34.1%,-16.9%
AXON,Extended,Software,Industrials,Capital Goods,Adj,Dec,EPS,CY2027,,,,,,,,8.31,,8.66,+4.2%,8.88,+2.5%,8.833,-0.5%,9.123,+3.3%,9.936,+8.9%,9.66,-2.8%,,,413.07,42.8,+8.8%,-27.3%,-34.1%,-16.9%
AXON,Extended,Software,Industrials,Capital Goods,Adj,Dec,EPS,CY2028,,,,,,,,9.94,,10.46,+5.2%,11.14,+6.5%,10.83,-2.8%,11.66,+7.7%,12.16,+4.3%,11.98,-1.5%,,,413.07,34.5,+7.5%,-27.3%,-34.1%,-16.9%
UPLD,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2025,,,,,,,,0.617,,0.72,+16.7%,0.838,+16.4%,0.783,-6.6%,0.717,-8.4%,0.717,+0.0%,0.833,+16.2%,,,0.7122,0.9,-0.6%,-50.2%,-54.6%,-71.3%
UPLD,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2026,,,,,,,,,,,,0.55,,0.835,+51.8%,0.707,-15.3%,0.677,-4.2%,0.757,+11.8%,0.7,-7.5%,0.7122,1.0,-16.2%,-50.2%,-54.6%,-71.3%
UPLD,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2027,,,,,,,,,,,,,,,,,,,,0.81,,0.86,+6.2%,0.7122,0.8,,-50.2%,-54.6%,-71.3%
UPLD,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2028,,,,,,,,,,,,,,,,,,,,,,,,0.7122,,,-50.2%,-54.6%,-71.3%
SNOW,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2025,,,,,,,,1.031,,0.939,-8.9%,1.006,+7.1%,1.153,+14.6%,1.102,-4.4%,1.199,+8.8%,1.21,+0.9%,1.209,-0.1%,149.38,123.6,+4.9%,-31.9%,-36.3%,+14.4%
SNOW,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2026,,,,,,,,1.459,,1.455,-0.3%,1.474,+1.3%,1.592,+8.0%,1.566,-1.6%,1.644,+5.0%,1.647,+0.2%,1.819,+10.4%,149.38,82.1,+14.3%,-31.9%,-36.3%,+14.4%
SNOW,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2027,,,,,,,,1.526,,1.54,+0.9%,1.829,+18.8%,2.251,+23.1%,1.992,-11.5%,2.366,+18.8%,2.289,-3.3%,2.462,+7.6%,149.38,60.7,+9.4%,-31.9%,-36.3%,+14.4%
SNOW,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2028,,,,,,,,3.418,,3.285,-3.9%,3.416,+4.0%,3.484,+2.0%,3.372,-3.2%,3.575,+6.0%,3.488,-2.4%,3.359,-3.7%,149.38,44.5,-3.6%,-31.9%,-36.3%,+14.4%
BILL,Extended,Software,Information Technology,Software & Services,Adj,Jun,EPS,CY2025,,,,,,,,2.276,,1.546,-32.1%,1.834,+18.6%,1.947,+6.2%,2.089,+7.3%,2.118,+1.4%,,,,,38.49,18.2,+37.0%,-29.4%,-30.4%,-2.7%
BILL,Extended,Software,Information Technology,Software & Services,Adj,Jun,EPS,CY2026,,,,,,,,2.711,,2.061,-24.0%,2.121,+2.9%,2.137,+0.8%,2.2,+2.9%,2.15,-2.3%,2.233,+3.9%,2.39,+7.0%,38.49,16.1,+11.8%,-29.4%,-30.4%,-2.7%
BILL,Extended,Software,Information Technology,Software & Services,Adj,Jun,EPS,CY2027,,,,,,,,2.74,,2.637,-3.8%,2.787,+5.7%,2.673,-4.1%,2.609,-2.4%,2.444,-6.3%,2.503,+2.4%,2.702,+8.0%,38.49,14.2,+1.1%,-29.4%,-30.4%,-2.7%
BILL,Extended,Software,Information Technology,Software & Services,Adj,Jun,EPS,CY2028,,,,,,,,4.28,,4.053,-5.3%,4.366,+7.7%,3.593,-17.7%,3.212,-10.6%,3.0,-6.6%,2.998,-0.1%,3.195,+6.6%,38.49,12.0,-11.1%,-29.4%,-30.4%,-2.7%
WIX,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2025,,,,,,,,7.148,,7.25,+1.4%,7.336,+1.2%,7.438,+1.4%,7.092,-4.7%,6.922,-2.4%,6.981,+0.9%,6.952,-0.4%,84.25,12.1,-6.5%,-18.9%,-16.8%,-43.8%
WIX,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2026,,,,,,,,8.754,,8.908,+1.8%,9.042,+1.5%,9.078,+0.4%,8.667,-4.5%,7.76,-10.5%,6.709,-13.5%,6.576,-2.0%,84.25,12.8,-27.6%,-18.9%,-16.8%,-43.8%
WIX,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2027,,,,,,,,9.13,,10.78,+18.1%,11.828,+9.7%,11.488,-2.9%,10.818,-5.8%,9.651,-10.8%,7.738,-19.8%,8.229,+6.3%,84.25,10.2,-28.4%,-18.9%,-16.8%,-43.8%
WIX,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2028,,,,,,,,10.887,,12.636,+16.1%,14.56,+15.2%,13.555,-6.9%,14.015,+3.4%,13.216,-5.7%,9.83,-25.6%,9.419,-4.2%,84.25,8.9,-30.5%,-18.9%,-16.8%,-43.8%
DOCU,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2025,,,,,,,,3.5,,3.716,+6.2%,3.74,+0.6%,3.521,-5.9%,3.603,+2.3%,3.684,+2.2%,3.784,+2.7%,3.793,+0.2%,48.05,12.7,+7.7%,-29.8%,-26.3%,-33.5%
DOCU,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2026,,,,,,,,3.797,,3.952,+4.1%,4.042,+2.3%,3.859,-4.5%,3.874,+0.4%,4.038,+4.2%,4.125,+2.2%,4.451,+7.9%,48.05,10.8,+15.3%,-29.8%,-26.3%,-33.5%
DOCU,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2027,,,,,,,,4.015,,4.035,+0.5%,4.085,+1.2%,4.321,+5.8%,4.277,-1.0%,4.455,+4.2%,4.526,+1.6%,5.078,+12.2%,48.05,9.5,+17.5%,-29.8%,-26.3%,-33.5%
DOCU,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2028,,,,,,,,4.345,,4.345,+0.0%,4.45,+2.4%,4.503,+1.2%,4.503,+0.0%,4.527,+0.5%,4.59,+1.4%,5.413,+17.9%,48.05,8.9,+20.2%,-29.8%,-26.3%,-33.5%
DDOG,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2025,,,,,,,,1.874,,1.975,+5.4%,2.084,+5.5%,1.744,-16.3%,1.708,-2.1%,1.833,+7.3%,2.016,+10.0%,2.016,+0.0%,116.5,57.8,+15.6%,-14.3%,-15.0%,+32.5%
DDOG,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2026,,,,,,,,2.741,,2.647,-3.4%,2.561,-3.2%,2.216,-13.5%,2.146,-3.2%,2.257,+5.2%,2.375,+5.2%,2.188,-7.9%,116.5,53.2,-1.3%,-14.3%,-15.0%,+32.5%
DDOG,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2027,,,,,,,,3.568,,3.39,-5.0%,3.468,+2.3%,2.836,-18.2%,2.941,+3.7%,2.866,-2.6%,2.951,+3.0%,2.705,-8.3%,116.5,43.1,-4.6%,-14.3%,-15.0%,+32.5%
DDOG,Extended,Software,Information Technology,Software & Services,Adj,Dec,EPS,CY2028,,,,,,,,4.306,,4.215,-2.1%,4.194,-0.5%,3.643,-13.1%,3.378,-7.3%,3.648,+8.0%,3.898,+6.9%,3.211,-17.6%,116.5,36.3,-11.9%,-14.3%,-15.0%,+32.5%
MDB,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2025,,,,,,,,3.206,,3.079,-4.0%,3.348,+8.7%,2.597,-22.4%,3.192,+22.9%,3.712,+16.3%,4.801,+29.3%,4.805,+0.1%,255.01,53.1,+85.0%,-39.2%,-41.5%,+65.2%
MDB,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2026,,,,,,,,4.273,,4.043,-5.4%,4.299,+6.3%,3.448,-19.8%,3.801,+10.2%,4.382,+15.3%,5.689,+29.8%,5.863,+3.1%,255.01,43.5,+70.0%,-39.2%,-41.5%,+65.2%
MDB,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2027,,,,,,,,5.522,,4.838,-12.4%,4.983,+3.0%,4.62,-7.3%,4.924,+6.6%,5.379,+9.2%,6.897,+28.2%,7.065,+2.4%,255.01,36.1,+52.9%,-39.2%,-41.5%,+65.2%
MDB,Extended,Software,Information Technology,Software & Services,Adj,Jan,EPS,CY2028,,,,,,,,6.663,,6.358,-4.6%,6.854,+7.8%,5.4,-21.2%,4.917,-8.9%,6.218,+26.5%,8.088,+30.1%,8.553,+5.7%,255.01,29.8,+58.4%,-39.2%,-41.5%,+65.2%
ESTC,Extended,Software,Information Technology,Software & Services,Adj,Apr,EPS,CY2025,,,,,,,,1.423,,1.538,+8.1%,1.72,+11.8%,1.953,+13.5%,1.952,-0.1%,,,,,,,50.56,25.9,+37.2%,-33.0%,-33.1%,-33.6%
ESTC,Extended,Software,Information Technology,Software & Services,Adj,Apr,EPS,CY2026,,,,,,,,1.873,,1.901,+1.5%,1.971,+3.7%,2.159,+9.5%,2.292,+6.2%,2.339,+2.1%,2.45,+4.7%,2.521,+2.9%,50.56,20.1,+16.8%,-33.0%,-33.1%,-33.6%
ESTC,Extended,Software,Information Technology,Software & Services,Adj,Apr,EPS,CY2027,,,,,,,,2.41,,2.321,-3.7%,2.356,+1.5%,2.545,+8.0%,2.623,+3.1%,2.656,+1.3%,2.809,+5.8%,2.943,+4.8%,50.56,17.2,+15.6%,-33.0%,-33.1%,-33.6%
ESTC,Extended,Software,Information Technology,Software & Services,Adj,Apr,EPS,CY2028,,,,,,,,3.56,,3.525,-1.0%,3.147,-10.7%,3.53,+12.2%,3.07,-13.0%,3.091,+0.7%,3.18,+2.9%,3.465,+9.0%,50.56,14.6,-1.8%,-33.0%,-33.1%,-33.6%
DT,Extended,Software,Information Technology,Software & Services,Adj,Mar,EPS,CY2025,,,,,,,,1.494,,1.479,-1.0%,1.501,+1.5%,1.541,+2.7%,1.587,+3.0%,1.605,+1.1%,1.634,+1.8%,1.68,+2.8%,37.47,22.3,+9.0%,-13.5%,-12.3%,-10.8%
DT,Extended,Software,Information Technology,Software & Services,Adj,Mar,EPS,CY2026,,,,,,,,1.756,,1.714,-2.4%,1.74,+1.5%,1.778,+2.2%,1.796,+1.0%,1.809,+0.7%,1.838,+1.6%,1.908,+3.8%,37.47,19.6,+7.3%,-13.5%,-12.3%,-10.8%
DT,Extended,Software,Information Technology,Software & Services,Adj,Mar,EPS,CY2027,,,,,,,,2.04,,2.005,-1.7%,1.986,-0.9%,2.008,+1.1%,2.088,+4.0%,2.067,-1.0%,2.113,+2.2%,2.207,+4.4%,37.47,17.0,+9.9%,-13.5%,-12.3%,-10.8%
DT,Extended,Software,Information Technology,Software & Services,Adj,Mar,EPS,CY2028,,,,,,,,2.363,,2.335,-1.2%,2.33,-0.2%,2.38,+2.1%,2.418,+1.6%,2.425,+0.3%,2.453,+1.2%,2.55,+4.0%,37.47,14.7,+7.1%,-13.5%,-12.3%,-10.8%
GTM,Extended,Software,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2025,,,,,,,,1.079,,0.966,-10.5%,0.928,-3.9%,0.959,+3.3%,0.974,+1.6%,0.974,+0.0%,1.046,+7.4%,1.046,+0.0%,5.94,5.7,+9.1%,-41.6%,-43.4%,-21.1%
GTM,Extended,Software,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2026,,,,,,,,1.196,,1.067,-10.8%,0.99,-7.2%,0.992,+0.2%,1.017,+2.5%,1.019,+0.2%,1.109,+8.8%,1.111,+0.2%,5.94,5.3,+12.0%,-41.6%,-43.4%,-21.1%
GTM,Extended,Software,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2027,,,,,,,,1.315,,1.065,-19.0%,1.018,-4.4%,1.056,+3.7%,1.095,+3.7%,1.091,-0.4%,1.197,+9.7%,1.163,-2.8%,5.94,5.1,+10.1%,-41.6%,-43.4%,-21.1%
GTM,Extended,Software,Communication Services,Media & Entertainment,Adj,Dec,EPS,CY2028,,,,,,,,1.5,,1.19,-20.7%,1.095,-8.0%,1.1,+0.5%,1.09,-0.9%,1.14,+4.6%,1.27,+11.4%,1.257,-1.0%,5.94,4.7,+14.3%,-41.6%,-43.4%,-21.1%
RAMP,Extended,Software,Information Technology,Software & Services,Adj,Mar,EPS,CY2025,,,,,,,,1.837,,1.796,-2.2%,2.03,+13.0%,1.886,-7.1%,2.195,+16.4%,2.241,+2.1%,2.207,-1.5%,2.229,+1.0%,27.57,12.4,+18.2%,-6.1%,-2.8%,+13.6%
RAMP,Extended,Software,Information Technology,Software & Services,Adj,Mar,EPS,CY2026,,,,,,,,2.745,,2.64,-3.8%,2.845,+7.8%,2.583,-9.2%,2.386,-7.6%,2.571,+7.8%,2.622,+2.0%,2.839,+8.3%,27.57,9.7,+9.9%,-6.1%,-2.8%,+13.6%
RAMP,Extended,Software,Information Technology,Software & Services,Adj,Mar,EPS,CY2027,,,,,,,,,,2.96,,1.3,-56.1%,2.14,+64.6%,2.367,+10.6%,2.86,+20.8%,3.07,+7.3%,3.473,+13.1%,27.57,7.9,+62.3%,-6.1%,-2.8%,+13.6%
RAMP,Extended,Software,Information Technology,Software & Services,Adj,Mar,EPS,CY2028,,,,,,,,,,3.32,,,,2.785,-16.1%,,,2.895,+3.9%,2.97,+2.6%,3.17,+6.7%,27.57,8.7,+13.8%,-6.1%,-2.8%,+13.6%
