Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,417.82,,,,-10.5%,+10.4%,+3.4%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,392.95,,,,+19.0%,+3.3%,+26.8%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,417.52,,,,+37.4%,-0.2%,+80.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,368.79,,,,+6.6%,-17.5%,+24.0%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,217.55,,,,+16.6%,+3.0%,+24.9%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,578.02,,,,-12.4%,-8.6%,-21.8%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,266.43,,,,+15.4%,-1.6%,+16.3%
JPM,Portfolio,,Financials,Banks,GAAP,Dec,357.62,,,,+11.0%,+19.5%,+18.6%
APO,Portfolio,,Financials,Financial Services,Adj,Dec,135.04,,,,-6.7%,+4.9%,-0.9%
PGR,Portfolio,,Financials,Insurance,Adj,Dec,218.64,,,,+2.1%,+14.8%,-5.9%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,74.04,,,,-12.3%,+1.4%,-0.5%
APP,Portfolio,,Communication Services,Media & Entertainment,Adj,Dec,317.76,,,,-52.8%,-48.2%,-33.6%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Jan,276.69,,,,+23.9%,+58.7%,+2.8%
FICO,Portfolio,,Information Technology,Software & Services,Adj,Sep,1153.57,,,,-31.8%,-7.8%,-24.2%
GOOG,Watchlist,,Communication Services,Media & Entertainment,GAAP,Dec,342.88,,,,+9.3%,-8.9%,+60.6%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Aug,932.86,,,,+226.8%,-3.9%,+683.9%
HOOD,Watchlist,,Financials,Financial Services,Adj,Dec,104.26,,,,-7.8%,+10.6%,+0.2%
TDG,Watchlist,,Industrials,Capital Goods,Adj,Sep,1185.97,,,,-10.8%,-5.7%,-9.4%
GE,Watchlist,,Industrials,Capital Goods,GAAP,Dec,342.58,,,,+11.2%,+5.8%,+24.5%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,301.9,,,,+76.4%,-5.1%,+201.4%
DASH,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,236.74,,,,+4.5%,+48.6%,-3.5%
UBER,Watchlist,,Industrials,Transportation,Adj,Dec,78.82,,,,-3.5%,+12.0%,-15.9%
LLY,Watchlist,,Health Care,"Pharmaceuticals, Biotechnology",GAAP,Dec,1174.61,,,,+9.3%,+6.3%,+60.3%
MSFT,Watchlist,,Information Technology,Software & Services,GAAP,Jun,513.53,,,,+6.2%,+14.1%,+1.3%
V,Watchlist,,Financials,Financial Services,GAAP,Sep,381.6,,,,+8.8%,+16.9%,+8.5%
BX,Watchlist,,Financials,Financial Services,Adj,Dec,142.39,,,,-7.6%,+21.7%,-16.9%
BKNG,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,205.63,,,,-4.0%,+22.8%,-8.2%
HLT,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,321.85,,,,+12.0%,-1.8%,+16.6%
IBKR,Watchlist,,Financials,Financial Services,Adj,Dec,95.84,,,,+49.0%,+10.2%,+54.0%
NET,Watchlist,,Information Technology,Software & Services,Adj,Dec,299.84,,,,+52.1%,+24.0%,+43.7%
COST,Watchlist,,Consumer Staples,Consumer Staples Distribution,GAAP,Aug,945.47,,,,+9.6%,-1.1%,+0.2%
TSLA,Watchlist,,Consumer Discretionary,Automobiles & Components,GAAP,Dec,348.75,,,,-22.5%,-20.0%,+4.5%
TMO,Watchlist,,Health Care,"Pharmaceuticals, Biotechnology",GAAP,Dec,622.18,,,,+7.4%,+26.3%,+26.3%
COF,Watchlist,,Financials,Financial Services,Adj,Dec,215.67,,,,-11.0%,+14.8%,-5.1%
AON,Watchlist,,Financials,Insurance,Adj,Dec,355.4,,,,+0.7%,+12.4%,-3.2%
MC,Watchlist,,Consumer Discretionary,Consumer Durables & Apparel,GAAP,Dec,458.15,,,,-29.0%,-3.1%,-9.1%
STX,Watchlist,,Information Technology,Technology Hardware & Equipmen,Adj,Jun,829.76,,,,+201.3%,-5.7%,+395.7%
SPX,Indices,Indices,,,Adj,Dec,7711.76,,,,+12.7%,+1.7%,+19.4%
QQQ,Indices,Indices,,,GAAP,Dec,716.43,,,,+16.6%,-3.0%,+25.6%
IWM,Indices,Indices,,,Adj,Dec,295.75,,,,+20.1%,+1.8%,+25.8%
SOX,Indices,Indices,,,Adj,Dec,11469.66,,,,+61.9%,-10.6%,+102.3%
IGV,Indices,Indices,,,Adj,Dec,109.5,,,,+3.6%,+7.7%,+1.3%
AER,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,147.49,,,,+2.6%,+5.8%,+19.4%
MA,Extended,Uncategorized,Financials,Financial Services,GAAP,Dec,595.3,,,,+4.3%,+20.5%,+0.0%
BRK/A,Extended,Uncategorized,Financials,Financial Services,GAAP,Dec,757985.0,,,,+0.4%,+6.6%,+0.4%
CSU,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,3163.56,,,,-4.4%,+12.1%,-30.5%
DHR,Extended,Uncategorized,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,216.07,,,,-5.6%,+18.3%,+5.0%
AAPL,Extended,Uncategorized,Information Technology,Technology Hardware & Equipmen,GAAP,Sep,319.7,,,,+17.6%,+2.4%,+37.7%
NFLX,Extended,Uncategorized,Communication Services,Media & Entertainment,GAAP,Dec,81.72,,,,-12.8%,-5.0%,-32.4%
QCOM,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,Adj,Sep,164.19,,,,-4.0%,-34.6%,+2.2%
UMG,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,14.85,,,,-33.2%,-23.8%,-38.5%
ASML,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,1494.4,,,,+62.2%,+7.9%,+134.7%
AMAT,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,461.67,,,,+79.6%,+2.6%,+187.2%
KLAC,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,175.54,,,,+44.5%,-8.7%,+101.3%
KKR,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,108.68,,,,-14.7%,+13.3%,-22.1%
BAM,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,52.12,,,,-0.5%,+7.2%,-13.4%
ARES,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,142.53,,,,-11.8%,+10.9%,-20.5%
OWL,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,12.02,,,,-19.5%,+16.9%,-35.1%
CG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,49.09,,,,-17.0%,+8.1%,-24.0%
BN,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,41.33,,,,-9.9%,-9.3%,-5.7%
TPG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,53.97,,,,-15.5%,+26.8%,-10.6%
BEP,Extended,Uncategorized,Utilities,Utilities,Adj,Dec,31.73,,,,+17.6%,-14.5%,+25.0%
BIP,Extended,Uncategorized,Utilities,Utilities,Adj,Dec,38.1,,,,+9.7%,-2.4%,+21.1%
MAR,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,351.08,,,,+13.2%,-6.5%,+31.1%
DPZ,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,350.0,,,,-16.0%,+12.7%,-23.6%
CMG,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,38.03,,,,+2.8%,+19.4%,-9.8%
MCO,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,514.95,,,,+0.8%,+13.6%,+1.0%
SPGI,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,442.89,,,,-10.4%,+10.4%,-14.6%
MSCI,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,570.76,,,,-0.5%,-9.6%,+0.5%
CSGP,Extended,Uncategorized,Real Estate,Real Estate Management & Devel,Adj,Dec,32.22,,,,-52.1%,+0.1%,-64.0%
LPLA,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,370.69,,,,+3.8%,+35.4%,+1.7%
SCHW,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,110.16,,,,+10.3%,+26.1%,+14.9%
CRM,Extended,Uncategorized,Information Technology,Software & Services,GAAP,Jan,256.0,,,,-3.4%,+34.0%,-0.1%
WDAY,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jan,204.72,,,,-4.7%,+40.0%,-11.3%
ADBE,Extended,Uncategorized,Information Technology,Software & Services,Adj,Nov,291.52,,,,-16.7%,+12.5%,-18.3%
SHOP,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,152.9,,,,-5.0%,+28.8%,+8.2%
GWRE,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jul,205.85,,,,+2.4%,+34.8%,-5.1%
NOW,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,144.71,,,,-5.5%,+16.4%,-21.1%
ELV,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,394.43,,,,+12.5%,+0.3%,+23.8%
ISRG,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,372.6,,,,-34.2%,-12.3%,-21.3%
BLDR,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,67.72,,,,-34.2%,-11.2%,-51.2%
FERG,Extended,Uncategorized,Industrials,Capital Goods,Adj,Jul,228.49,,,,+2.6%,+1.1%,-1.2%
CRH,Extended,Uncategorized,Materials,Materials,Adj,Dec,95.86,,,,-23.2%,-11.9%,-15.1%
FND,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,53.0,,,,-13.0%,+3.1%,-35.3%
WMT,Extended,Uncategorized,Consumer Staples,Consumer Staples Distribution,GAAP,Jan,103.09,,,,-7.5%,-10.9%,+6.3%
PM,Extended,Uncategorized,Consumer Staples,"Food, Beverage & Tobacco",GAAP,Dec,191.89,,,,+19.6%,+8.2%,+14.8%
CP,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,94.12,,,,+27.8%,+5.4%,+23.5%
CNR,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,175.06,,,,+29.0%,+7.2%,+31.7%
