Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Metric,Year,-1yr,-6m,-6m chg,-3m,-3m chg,Current,Current chg,Price,PE,12m Rev,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2025,25.339,27.696,+9.3%,27.69,-0.0%,27.69,+0.0%,372.13,13.4,+9.3%,-20.3%,-30.4%,-2.5%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2026,28.034,29.753,+6.1%,30.3,+1.8%,30.153,-0.5%,372.13,12.3,+7.6%,-20.3%,-30.4%,-2.5%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2027,31.635,33.021,+4.4%,33.295,+0.8%,33.132,-0.5%,372.13,11.2,+4.7%,-20.3%,-30.4%,-2.5%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2028,36.22,36.79,+1.6%,37.648,+2.3%,37.086,-1.5%,372.13,10.0,+2.4%,-20.3%,-30.4%,-2.5%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2025,21.264,14.944,-29.7%,14.947,+0.0%,14.947,+0.0%,399.47,26.7,-29.7%,+21.0%,+38.3%,+35.0%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2026,24.65,16.407,-33.4%,16.892,+3.0%,17.152,+1.5%,399.47,23.3,-30.4%,+21.0%,+38.3%,+35.0%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2027,28.481,19.376,-32.0%,18.373,-5.2%,18.776,+2.2%,399.47,21.3,-34.1%,+21.0%,+38.3%,+35.0%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2028,32.685,23.709,-27.5%,21.988,-7.3%,23.038,+4.8%,399.47,17.3,-29.5%,+21.0%,+38.3%,+35.0%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2025,9.907,10.226,+3.2%,10.239,+0.1%,10.239,+0.0%,415.17,40.5,+3.4%,+36.6%,+17.3%,+104.2%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2026,11.457,12.032,+5.0%,14.103,+17.2%,15.635,+10.9%,415.17,26.6,+36.5%,+36.6%,+17.3%,+104.2%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2027,13.26,14.272,+7.6%,17.577,+23.2%,19.569,+11.3%,415.17,21.2,+47.6%,+36.6%,+17.3%,+104.2%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2028,15.033,16.458,+9.5%,20.643,+25.4%,23.529,+14.0%,415.17,17.6,+56.5%,+36.6%,+17.3%,+104.2%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2025,4.537,4.247,-6.4%,4.247,+0.0%,4.247,+0.0%,385.73,90.8,-6.4%,+11.5%,+15.9%,+48.4%
