Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Metric,Year,-1yr,-6m,-6m chg,-3m,-3m chg,Current,Current chg,Price,PE,12m Rev,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2025,26.236,27.69,+5.5%,27.69,+0.0%,27.69,+0.0%,413.36,14.9,+5.5%,-11.5%,-3.7%,+10.7%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2026,28.234,30.182,+6.9%,30.2,+0.1%,29.571,-2.1%,413.36,14.0,+4.7%,-11.5%,-3.7%,+10.7%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2027,31.587,33.23,+5.2%,33.133,-0.3%,32.181,-2.9%,413.36,12.8,+1.9%,-11.5%,-3.7%,+10.7%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2028,35.036,37.441,+6.9%,37.171,-0.7%,35.284,-5.1%,413.36,11.7,+0.7%,-11.5%,-3.7%,+10.7%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2025,14.814,14.947,+0.9%,14.947,+0.0%,14.947,+0.0%,407.08,27.2,+0.9%,+23.3%,+10.1%,+66.4%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2026,16.251,16.819,+3.5%,17.303,+2.9%,18.545,+7.2%,407.08,22.0,+14.1%,+23.3%,+10.1%,+66.4%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2027,19.024,17.594,-7.5%,19.588,+11.3%,21.458,+9.5%,407.08,19.0,+12.8%,+23.3%,+10.1%,+66.4%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2028,24.709,22.078,-10.6%,22.936,+3.9%,24.821,+8.2%,407.08,16.4,+0.5%,+23.3%,+10.1%,+66.4%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2025,9.862,10.239,+3.8%,10.239,+0.0%,10.239,+0.0%,420.04,41.0,+3.8%,+38.2%,+1.4%,+73.1%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2026,11.182,14.018,+25.4%,15.573,+11.1%,16.569,+6.4%,420.04,25.4,+48.2%,+38.2%,+1.4%,+73.1%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2027,13.102,17.41,+32.9%,19.494,+12.0%,21.57,+10.6%,420.04,19.5,+64.6%,+38.2%,+1.4%,+73.1%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2028,15.463,19.982,+29.2%,23.257,+16.4%,27.067,+16.4%,420.04,15.5,+75.0%,+38.2%,+1.4%,+73.1%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2025,4.527,4.247,-6.2%,4.247,+0.0%,4.247,+0.0%,427.76,100.7,-6.2%,+23.6%,+3.7%,+40.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2026,6.044,8.085,+33.8%,9.122,+12.8%,9.299,+1.9%,427.76,46.0,+53.9%,+23.6%,+3.7%,+40.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2027,7.957,11.862,+49.1%,15.612,+31.6%,17.107,+9.6%,427.76,25.0,+115.0%,+23.6%,+3.7%,+40.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2028,9.947,15.592,+56.8%,19.048,+22.2%,23.564,+23.7%,427.76,18.2,+136.9%,+23.6%,+3.7%,+40.8%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,EPS,CY2025,4.135,4.614,+11.6%,4.626,+0.3%,4.626,+0.0%,223.96,48.4,+11.9%,+20.1%,+5.9%,+23.9%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,EPS,CY2026,5.565,7.371,+32.5%,8.349,+13.3%,9.514,+14.0%,223.96,23.5,+71.0%,+20.1%,+5.9%,+23.9%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,EPS,CY2027,6.48,9.353,+44.3%,11.031,+17.9%,13.278,+20.4%,223.96,16.9,+104.9%,+20.1%,+5.9%,+23.9%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,EPS,CY2028,7.474,10.444,+39.7%,12.769,+22.3%,16.08,+25.9%,223.96,13.9,+115.1%,+20.1%,+5.9%,+23.9%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,EPS,CY2025,28.114,22.814,-18.9%,22.814,+0.0%,22.814,+0.0%,592.1,26.0,-18.9%,-10.3%,-4.0%,-22.3%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,EPS,CY2026,29.857,29.653,-0.7%,32.098,+8.2%,31.572,-1.6%,592.1,18.8,+5.7%,-10.3%,-4.0%,-22.3%
