Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,432.46,,,,-7.4%,-8.2%,+31.9%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,354.92,,,,+7.5%,-0.4%,-15.2%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,402.46,,,,+32.4%,+20.2%,+143.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,422.76,,,,+22.1%,+32.1%,+119.8%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,208.27,,,,+11.7%,+11.0%,+87.6%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,675.03,,,,+2.3%,+2.5%,+23.3%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,263.99,,,,+14.4%,+10.4%,+39.7%
JPM,Portfolio,,Financials,Banks,GAAP,Dec,308.28,,,,-4.3%,+3.5%,+26.6%
APO,Portfolio,,Financials,Financial Services,Adj,Dec,124.26,,,,-14.2%,-8.8%,-6.9%
PGR,Portfolio,,Financials,Insurance,Adj,Dec,200.89,,,,-6.2%,-2.5%,-19.4%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,409.08,,,,-3.1%,-13.6%,+72.5%
APP,Portfolio,,Information Technology,Software & Services,Adj,Dec,448.29,,,,-33.5%,-14.5%,+61.9%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Jan,161.13,,,,-27.8%,-27.4%,-29.2%
FICO,Watchlist,,Information Technology,Software & Services,Adj,Sep,1004.72,,,,-40.6%,-35.0%,-48.5%
GOOG,Watchlist,,Communication Services,Media & Entertainment,GAAP,Dec,342.32,,,,+9.1%,+4.2%,+108.9%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Aug,496.72,,,,+74.0%,+24.3%,+522.6%
