Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,428.76,,,,-8.2%,+9.3%,+6.7%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,396.59,,,,+20.1%,+5.2%,+32.0%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,417.41,,,,+37.4%,+1.2%,+74.9%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,356.74,,,,+3.1%,-15.5%,+19.7%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,213.05,,,,+14.2%,-0.8%,+17.2%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,570.05,,,,-13.6%,-6.9%,-24.4%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,261.06,,,,+13.1%,-1.6%,+14.1%
JPM,Portfolio,,Financials,Banks,GAAP,Dec,356.69,,,,+10.7%,+16.3%,+19.5%
APO,Portfolio,,Financials,Financial Services,Adj,Dec,133.18,,,,-8.0%,+2.5%,-0.9%
PGR,Portfolio,,Financials,Insurance,Adj,Dec,222.09,,,,+3.7%,+11.7%,-4.0%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,75.77,,,,-10.2%,+8.0%,+1.8%
APP,Portfolio,,Communication Services,Media & Entertainment,Adj,Dec,310.54,,,,-53.9%,-39.6%,-33.8%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Jan,246.78,,,,+10.5%,+55.7%,-13.9%
FICO,Portfolio,,Information Technology,Software & Services,Adj,Sep,1137.14,,,,-32.7%,-9.7%,-19.9%
GOOG,Watchlist,,Communication Services,Media & Entertainment,GAAP,Dec,343.34,,,,+9.4%,-10.8%,+65.1%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Aug,932.97,,,,+226.9%,+4.1%,+700.8%
HOOD,Watchlist,,Financials,Financial Services,Adj,Dec,112.09,,,,-0.9%,+51.3%,+3.0%
TDG,Watchlist,,Industrials,Capital Goods,Adj,Sep,1192.6,,,,-10.3%,-2.7%,-9.8%
GE,Watchlist,,Industrials,Capital Goods,GAAP,Dec,349.54,,,,+13.5%,+11.1%,+27.6%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,314.66,,,,+83.8%,-2.5%,+203.6%
DASH,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,233.5,,,,+3.1%,+51.6%,-6.1%
UBER,Watchlist,,Industrials,Transportation,Adj,Dec,80.35,,,,-1.7%,+14.6%,-16.8%
LLY,Watchlist,,Health Care,"Pharmaceuticals, Biotechnology",GAAP,Dec,1233.66,,,,+14.8%,+15.9%,+67.6%
MSFT,Watchlist,,Information Technology,Software & Services,GAAP,Jun,491.71,,,,+1.7%,+18.2%,-2.1%
V,Watchlist,,Financials,Financial Services,GAAP,Sep,384.14,,,,+9.5%,+17.7%,+9.4%
BX,Watchlist,,Financials,Financial Services,Adj,Dec,143.41,,,,-7.0%,+21.4%,-16.3%
BKNG,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,213.78,,,,-0.2%,+30.9%,-6.3%
HLT,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,329.31,,,,+14.6%,+1.7%,+19.6%
IBKR,Watchlist,,Financials,Financial Services,Adj,Dec,98.19,,,,+52.7%,+18.5%,+55.1%
NET,Watchlist,,Information Technology,Software & Services,Adj,Dec,277.58,,,,+40.8%,+27.6%,+39.8%
COST,Watchlist,,Consumer Staples,Consumer Staples Distribution,GAAP,Aug,960.01,,,,+11.3%,-4.3%,+2.0%
TSLA,Watchlist,,Consumer Discretionary,Automobiles & Components,GAAP,Dec,350.25,,,,-22.1%,-19.2%,-0.4%
TMO,Watchlist,,Health Care,"Pharmaceuticals, Biotechnology",GAAP,Dec,628.15,,,,+8.4%,+40.2%,+28.6%
COF,Watchlist,,Financials,Financial Services,Adj,Dec,216.24,,,,-10.8%,+16.0%,-3.9%
AON,Watchlist,,Financials,Insurance,Adj,Dec,354.83,,,,+0.6%,+11.1%,-3.8%
MC,Watchlist,,Consumer Discretionary,Consumer Durables & Apparel,GAAP,Dec,450.7,,,,-30.1%,-3.9%,-7.3%
STX,Watchlist,,Information Technology,Technology Hardware & Equipmen,Adj,Jun,821.67,,,,+198.4%,-2.8%,+397.3%
SPX,Indices,Indices,,,Adj,Dec,7677.28,,,,+12.2%,+2.1%,+18.7%
QQQ,Indices,Indices,,,GAAP,Dec,710.72,,,,+15.7%,-2.7%,+24.1%
IWM,Indices,Indices,,,Adj,Dec,299.23,,,,+21.6%,+3.0%,+27.7%
SOX,Indices,Indices,,,Adj,Dec,11588.04,,,,+63.6%,-10.0%,+99.5%
IGV,Indices,Indices,,,Adj,Dec,101.85,,,,-3.6%,+8.3%,-4.4%
AER,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,147.44,,,,+2.6%,+5.2%,+19.2%
