Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Price,PE_CY2026,PE_CY2027,PE_CY2028,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,417.82,,,,-10.5%,+8.7%,+2.6%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,392.95,,,,+19.0%,+2.7%,+30.0%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,417.52,,,,+37.4%,-1.7%,+75.2%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,368.79,,,,+6.6%,-13.5%,+19.5%
NVDA,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Jan,217.55,,,,+16.6%,+1.5%,+20.7%
META,Portfolio,,Communication Services,Media & Entertainment,GAAP,Dec,578.02,,,,-12.4%,-9.0%,-23.0%
AMZN,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Dec,266.43,,,,+15.4%,-2.8%,+15.0%
JPM,Portfolio,,Financials,Banks,GAAP,Dec,357.62,,,,+11.0%,+20.5%,+18.8%
APO,Portfolio,,Financials,Financial Services,Adj,Dec,135.04,,,,-6.7%,+5.9%,-1.0%
PGR,Portfolio,,Financials,Insurance,Adj,Dec,218.64,,,,+2.1%,+12.4%,-5.6%
CVNA,Portfolio,,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,74.04,,,,-12.3%,+0.7%,-1.9%
APP,Portfolio,,Communication Services,Media & Entertainment,Adj,Dec,317.76,,,,-52.8%,-47.0%,-34.3%
VEEV,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Jan,276.69,,,,+23.9%,+68.3%,+1.6%
FICO,Portfolio,,Information Technology,Software & Services,Adj,Sep,1153.57,,,,-31.8%,-11.0%,-23.4%
GOOG,Watchlist,,Communication Services,Media & Entertainment,GAAP,Dec,342.88,,,,+9.3%,-11.2%,+61.5%
MU,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Aug,932.86,,,,+226.8%,+1.0%,+664.6%
HOOD,Watchlist,,Financials,Financial Services,Adj,Dec,104.26,,,,-7.8%,+22.9%,+0.5%
TDG,Watchlist,,Industrials,Capital Goods,Adj,Sep,1185.97,,,,-10.8%,-6.3%,-9.3%
GE,Watchlist,,Industrials,Capital Goods,GAAP,Dec,342.58,,,,+11.2%,+6.8%,+24.1%
LRCX,Watchlist,,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,301.9,,,,+76.4%,-5.1%,+190.0%
DASH,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,236.74,,,,+4.5%,+51.1%,-4.3%
UBER,Watchlist,,Industrials,Transportation,Adj,Dec,78.82,,,,-3.5%,+11.1%,-17.9%
LLY,Watchlist,,Health Care,"Pharmaceuticals, Biotechnology",GAAP,Dec,1174.61,,,,+9.3%,+4.2%,+60.5%
MSFT,Watchlist,,Information Technology,Software & Services,GAAP,Jun,513.53,,,,+6.2%,+20.3%,+0.8%
V,Watchlist,,Financials,Financial Services,GAAP,Sep,381.6,,,,+8.8%,+17.4%,+9.1%
BX,Watchlist,,Financials,Financial Services,Adj,Dec,142.39,,,,-7.6%,+22.6%,-17.2%
BKNG,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,205.63,,,,-4.0%,+21.1%,-9.0%
HLT,Watchlist,,Consumer Discretionary,Consumer Services,Adj,Dec,321.85,,,,+12.0%,-4.7%,+16.5%
IBKR,Watchlist,,Financials,Financial Services,Adj,Dec,95.84,,,,+49.0%,+15.3%,+52.7%
NET,Watchlist,,Information Technology,Software & Services,Adj,Dec,299.84,,,,+52.1%,+31.4%,+40.5%
COST,Watchlist,,Consumer Staples,Consumer Staples Distribution,GAAP,Aug,945.47,,,,+9.6%,-5.0%,+0.1%
TSLA,Watchlist,,Consumer Discretionary,Automobiles & Components,GAAP,Dec,348.75,,,,-22.5%,-21.1%,+0.8%
TMO,Watchlist,,Health Care,"Pharmaceuticals, Biotechnology",GAAP,Dec,622.18,,,,+7.4%,+27.7%,+27.0%
COF,Watchlist,,Financials,Financial Services,Adj,Dec,215.67,,,,-11.0%,+15.3%,-5.0%
AON,Watchlist,,Financials,Insurance,Adj,Dec,355.4,,,,+0.7%,+11.7%,-3.0%
MC,Watchlist,,Consumer Discretionary,Consumer Durables & Apparel,GAAP,Dec,458.15,,,,-29.0%,-4.7%,-10.7%
STX,Watchlist,,Information Technology,Technology Hardware & Equipmen,Adj,Jun,829.76,,,,+201.3%,-5.8%,+381.4%
SPX,Indices,Indices,,,Adj,Dec,7711.76,,,,+12.7%,+2.0%,+18.6%
QQQ,Indices,Indices,,,GAAP,Dec,716.43,,,,+16.6%,-2.6%,+24.1%
IWM,Indices,Indices,,,Adj,Dec,295.75,,,,+20.1%,+1.3%,+25.2%
SOX,Indices,Indices,,,Adj,Dec,11469.66,,,,+61.9%,-10.6%,+96.0%
IGV,Indices,Indices,,,Adj,Dec,109.5,,,,+3.6%,+14.4%,+0.4%
AER,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,147.49,,,,+2.6%,+6.1%,+19.1%
MA,Extended,Uncategorized,Financials,Financial Services,GAAP,Dec,595.3,,,,+4.3%,+20.6%,+0.8%
BRK/A,Extended,Uncategorized,Financials,Financial Services,GAAP,Dec,757985.0,,,,+0.4%,+5.9%,+1.1%
CSU,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,3163.56,,,,-4.4%,+14.9%,-28.5%
DHR,Extended,Uncategorized,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,216.07,,,,-5.6%,+19.6%,+5.3%
AAPL,Extended,Uncategorized,Information Technology,Technology Hardware & Equipmen,GAAP,Sep,319.7,,,,+17.6%,+2.3%,+37.5%
NFLX,Extended,Uncategorized,Communication Services,Media & Entertainment,GAAP,Dec,81.72,,,,-12.8%,-5.4%,-33.6%
QCOM,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,Adj,Sep,164.19,,,,-4.0%,-32.5%,+2.1%
UMG,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,14.85,,,,-33.2%,-23.5%,-39.8%
ASML,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,1494.4,,,,+62.2%,+7.4%,+128.4%
AMAT,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,461.67,,,,+79.6%,+2.7%,+179.3%
KLAC,Extended,Uncategorized,Information Technology,Semiconductors & Semiconductor,GAAP,Jun,175.54,,,,+44.5%,-8.9%,+96.4%
KKR,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,108.68,,,,-14.7%,+15.6%,-22.4%
BAM,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,52.12,,,,-0.5%,+6.3%,-14.2%
ARES,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,142.53,,,,-11.8%,+13.1%,-20.9%
OWL,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,12.02,,,,-19.5%,+21.0%,-35.7%
CG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,49.09,,,,-17.0%,+8.9%,-23.8%
BN,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,41.33,,,,-9.9%,-10.3%,-5.7%
TPG,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,53.97,,,,-15.5%,+28.9%,-11.1%
BEP,Extended,Uncategorized,Utilities,Utilities,Adj,Dec,31.73,,,,+17.6%,-15.0%,+22.6%
BIP,Extended,Uncategorized,Utilities,Utilities,Adj,Dec,38.1,,,,+9.7%,-3.7%,+19.8%
MAR,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,351.08,,,,+13.2%,-9.0%,+29.9%
DPZ,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,350.0,,,,-16.0%,+12.8%,-22.0%
CMG,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,38.03,,,,+2.8%,+17.3%,-10.3%
MCO,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,514.95,,,,+0.8%,+14.3%,+1.1%
SPGI,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,442.89,,,,-10.4%,+12.1%,-14.5%
MSCI,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,570.76,,,,-0.5%,-8.9%,+0.4%
CSGP,Extended,Uncategorized,Real Estate,Real Estate Management & Devel,Adj,Dec,32.22,,,,-52.1%,-0.2%,-64.3%
LPLA,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,370.69,,,,+3.8%,+39.4%,+1.6%
SCHW,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,110.16,,,,+10.3%,+29.1%,+13.5%
CRM,Extended,Uncategorized,Information Technology,Software & Services,GAAP,Jan,256.0,,,,-3.4%,+45.3%,+0.6%
WDAY,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jan,204.72,,,,-4.7%,+57.5%,-10.4%
ADBE,Extended,Uncategorized,Information Technology,Software & Services,Adj,Nov,291.52,,,,-16.7%,+20.7%,-17.6%
SHOP,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,152.9,,,,-5.0%,+32.9%,+8.0%
GWRE,Extended,Uncategorized,Information Technology,Software & Services,Adj,Jul,205.85,,,,+2.4%,+44.8%,-5.9%
NOW,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,144.71,,,,-5.5%,+33.1%,-22.1%
ELV,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,394.43,,,,+12.5%,+0.4%,+27.1%
ISRG,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,372.6,,,,-34.2%,-12.0%,-21.4%
BLDR,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,67.72,,,,-34.2%,-11.7%,-51.7%
FERG,Extended,Uncategorized,Industrials,Capital Goods,Adj,Jul,228.49,,,,+2.6%,+0.9%,-2.5%
CRH,Extended,Uncategorized,Materials,Materials,Adj,Dec,95.86,,,,-23.2%,-10.2%,-15.3%
FND,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,53.0,,,,-13.0%,+3.1%,-36.6%
WMT,Extended,Uncategorized,Consumer Staples,Consumer Staples Distribution,GAAP,Jan,103.09,,,,-7.5%,-13.3%,+7.3%
PM,Extended,Uncategorized,Consumer Staples,"Food, Beverage & Tobacco",GAAP,Dec,191.89,,,,+19.6%,+7.5%,+15.8%
CP,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,94.12,,,,+27.8%,+3.9%,+23.4%
CNR,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,175.06,,,,+29.0%,+6.8%,+32.5%
UNP,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,307.41,,,,+32.9%,+15.1%,+38.3%
CSX,Extended,Uncategorized,Industrials,Transportation,Adj,Dec,51.28,,,,+41.5%,+11.9%,+57.0%
NVR,Extended,Uncategorized,Consumer Discretionary,Consumer Durables & Apparel,Adj,Dec,6396.27,,,,-12.3%,+3.8%,-20.8%
PDD,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,85.69,,,,-24.4%,+3.2%,-29.9%
MSI,Extended,Uncategorized,Information Technology,Technology Hardware & Equipmen,Adj,Dec,486.0,,,,+26.8%,+18.1%,+3.4%
TPL,Extended,Uncategorized,Energy,Energy,Adj,Dec,364.38,,,,+26.9%,-9.2%,+18.6%
APG,Extended,Uncategorized,Industrials,Capital Goods,Adj,Dec,39.69,,,,+3.7%,-4.5%,+10.5%
CACC,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,594.89,,,,+34.1%,+6.2%,+16.6%
GL,Extended,Uncategorized,Financials,Insurance,Adj,Dec,172.79,,,,+23.5%,+12.4%,+23.0%
LAD,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,370.36,,,,+11.4%,+25.3%,+9.4%
CHTR,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,153.62,,,,-26.4%,+4.3%,-41.7%
ABG,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,211.62,,,,-9.0%,+8.7%,-18.0%
ALRM,Extended,Uncategorized,Information Technology,Software & Services,Adj,Dec,57.47,,,,+12.6%,+30.3%,-2.2%
OPTU,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,1.02,,,,-38.2%,+68.7%,-56.6%
CMCSA,Extended,Uncategorized,Communication Services,Telecommunication Services,Adj,Dec,27.06,,,,-3.4%,+7.6%,-14.0%
WRLD,Extended,Uncategorized,Financials,Financial Services,Adj,Mar,188.35,,,,+34.2%,+16.6%,+8.5%
CARG,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,36.56,,,,-4.7%,+20.5%,+6.3%
ARMK,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Sep,58.18,,,,+57.8%,+9.1%,+48.2%
QSR,Extended,Uncategorized,Consumer Discretionary,Consumer Services,Adj,Dec,78.26,,,,+14.7%,+5.3%,+24.1%
W,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,103.76,,,,+3.3%,+42.6%,+37.5%
MO,Extended,Uncategorized,Consumer Staples,"Food, Beverage & Tobacco",Adj,Dec,68.65,,,,+19.1%,-4.6%,+3.4%
CI,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,278.88,,,,+1.3%,-1.9%,-6.7%
CVS,Extended,Uncategorized,Health Care,Health Care Equipment & Servic,Adj,Dec,93.06,,,,+17.3%,+0.1%,+29.0%
SSNC,Extended,Uncategorized,Industrials,Commercial & Professional Serv,Adj,Dec,83.42,,,,-4.6%,+26.2%,-5.6%
SPOT,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,547.51,,,,-5.7%,+6.0%,-20.4%
BABA,Extended,Uncategorized,Consumer Discretionary,Consumer Discretionary Distrib,GAAP,Mar,118.9,,,,-18.9%,-5.8%,-0.6%
IAC,Extended,Uncategorized,Communication Services,Media & Entertainment,Adj,Dec,,,,,,,
PYPL,Extended,Uncategorized,Financials,Financial Services,Adj,Dec,53.66,,,,-8.1%,+20.7%,-23.4%
THC,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,266.8,,,,+34.3%,+54.0%,+44.6%
UHS,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,171.66,,,,-21.3%,+14.3%,-5.3%
CYH,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,2.93,,,,-6.1%,+4.6%,+4.6%
DVA,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,180.68,,,,+59.0%,-8.3%,+32.8%
LH,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,335.11,,,,+33.6%,+27.5%,+21.7%
DGX,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,242.76,,,,+39.9%,+23.7%,+35.5%
IDXX,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,554.99,,,,-18.0%,-2.3%,-14.2%
ENSG,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,172.98,,,,-0.7%,+1.2%,+0.2%
MD,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,26.61,,,,+24.4%,+23.1%,+55.6%
AMN,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,34.62,,,,+119.7%,+24.0%,+72.7%
CCRN,Extended,Healthcare providers,,,Adj,Dec,13.25,,,,+63.6%,+1.2%,-0.9%
EVH,Extended,Healthcare providers,Health Care,Health Care Equipment & Servic,Adj,Dec,4.6,,,,+15.0%,+17.9%,-52.3%
HUM,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,385.54,,,,+50.5%,+24.9%,+29.4%
ALHC,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,13.62,,,,-31.0%,-14.2%,-16.5%
CNC,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,64.75,,,,+57.4%,+9.9%,+128.2%
MOH,Extended,Managed Care,Health Care,Health Care Equipment & Servic,Adj,Dec,200.0,,,,+15.2%,+12.3%,+14.5%
IQV,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,261.75,,,,+16.1%,+44.5%,+38.7%
ICLR,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,170.02,,,,-6.7%,+24.3%,-2.9%
MEDP,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,600.65,,,,+6.9%,+34.0%,+27.0%
CRL,Extended,Clinical Labs,Health Care,"Pharmaceuticals, Biotechnology",Adj,Dec,291.5,,,,+46.1%,+60.7%,+78.6%
EHTH,Extended,Clinical Labs,Financials,Insurance,Adj,Dec,1.2,,,,-73.9%,-24.5%,-69.2%
TMUS,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,181.37,,,,-10.7%,-4.0%,-27.6%
VZ,Extended,Cable / Telco,Communication Services,Telecommunication Services,GAAP,Dec,50.1,,,,+23.0%,+4.4%,+14.0%
T,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,26.01,,,,+4.7%,+4.5%,-10.1%
CABO,Extended,Cable / Telco,Communication Services,Media & Entertainment,Adj,Dec,25.5,,,,-77.4%,-54.9%,-83.8%
LBRDK,Extended,Cable / Telco,,,Adj,Dec,36.02,,,,-25.9%,+4.4%,-40.5%
VOD,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Mar,16.04,,,,+21.4%,+7.4%,+34.6%
DTE,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,28.52,,,,+3.1%,-1.5%,-9.1%
TEF,Extended,Cable / Telco,Communication Services,Telecommunication Services,Adj,Dec,3.625,,,,+3.8%,-8.5%,-20.7%
GOOGL,Extended,Internet,Communication Services,Media & Entertainment,GAAP,Dec,346.59,,,,+10.7%,-11.2%,+63.8%
PINS,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,23.19,,,,-10.4%,+12.3%,-36.8%
SNAP,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,5.43,,,,-32.7%,-8.1%,-23.5%
RDDT,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,153.0,,,,-33.4%,-8.8%,-32.2%
ABNB,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,189.43,,,,+39.6%,+40.8%,+45.2%
EBAY,Extended,Internet,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,105.62,,,,+21.3%,-5.8%,+13.8%
TTD,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,13.57,,,,-64.3%,-35.8%,-75.5%
ROKU,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,157.675,,,,+45.3%,+20.3%,+61.7%
ETSY,Extended,Internet,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Dec,83.59,,,,+50.8%,+25.2%,+55.2%
MTCH,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,41.58,,,,+28.8%,+14.4%,+12.3%
U,Extended,Internet,Information Technology,Software & Services,Adj,Dec,43.31,,,,-1.9%,+44.7%,+7.8%
ZG,Extended,Internet,Real Estate,Real Estate Management & Devel,Adj,Dec,36.61,,,,-46.3%,+2.3%,-55.6%
RMV,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,510.2,,,,-1.8%,+23.2%,-32.1%
YELP,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,23.18,,,,-23.7%,-0.5%,-25.9%
ANGI,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,5.04,,,,-61.0%,-10.6%,-71.3%
TREE,Extended,Internet,Financials,Financial Services,Adj,Dec,28.96,,,,-45.5%,-24.7%,-57.0%
XYZ,Extended,Internet,Financials,Financial Services,Adj,Dec,83.57,,,,+28.4%,+12.4%,+3.5%
CRTO,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,17.46,,,,-15.3%,-4.5%,-29.2%
CARS,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,11.94,,,,-2.1%,+17.3%,-8.4%
OCDO,Extended,Internet,Consumer Staples,Consumer Staples Distribution,Adj,Nov,239.8,,,,+1.6%,+15.2%,-29.5%
VRSN,Extended,Internet,Information Technology,Software & Services,Adj,Dec,291.93,,,,+20.2%,-1.4%,+7.3%
CDLX,Extended,Internet,Communication Services,Media & Entertainment,Adj,Dec,4.02,,,,-65.0%,-43.6%,-62.1%
DHER,Extended,Internet,Consumer Discretionary,Consumer Services,Adj,Dec,37.05,,,,+63.1%,-5.0%,+68.0%
PTON,Extended,Internet,Consumer Discretionary,Consumer Durables & Apparel,Adj,Jun,5.45,,,,-11.5%,-9.8%,-28.1%
LYFT,Extended,Internet,Industrials,Transportation,Adj,Dec,17.7,,,,-8.6%,+28.1%,+9.7%
PRX,Extended,Internet,Consumer Discretionary,Consumer Discretionary Distrib,Adj,Mar,38.69,,,,-26.8%,+0.2%,-25.9%
AUTO,Extended,Internet,Communication Services,Media & Entertainment,Adj,Mar,528.0,,,,-10.0%,+23.6%,-34.4%
