Ticker,Group,Category,GICS Sector,GICS Industry,EPS Type,FYE,Metric,Year,-1yr,-6m,-6m chg,-3m,-3m chg,Current,Current chg,Price,PE,12m Rev,Return_YTD,Return_3m,Return_12m
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2025,24.934,26.268,+5.4%,27.684,+5.4%,27.69,+0.0%,488.0,17.6,+11.1%,+4.5%,+4.0%,+45.7%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2026,27.923,28.183,+0.9%,29.519,+4.7%,30.33,+2.7%,488.0,16.1,+8.6%,+4.5%,+4.0%,+45.7%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2027,31.151,31.37,+0.7%,32.72,+4.3%,33.345,+1.9%,488.0,14.6,+7.0%,+4.5%,+4.0%,+45.7%
HCA,Portfolio,,Health Care,Health Care Equipment & Servic,Adj,Dec,EPS,CY2028,34.97,35.702,+2.1%,36.226,+1.5%,37.341,+3.1%,488.0,13.1,+6.8%,+4.5%,+4.0%,+45.7%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2025,26.958,14.794,-45.1%,14.947,+1.0%,14.947,+0.0%,324.63,21.7,-44.6%,-1.7%,-1.9%,-28.5%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2026,31.016,16.214,-47.7%,16.385,+1.1%,16.832,+2.7%,324.63,19.3,-45.7%,-1.7%,-1.9%,-28.5%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2027,34.997,19.115,-45.4%,19.313,+1.0%,17.991,-6.8%,324.63,18.0,-48.6%,-1.7%,-1.9%,-28.5%
UNH,Portfolio,,Health Care,Health Care Equipment & Servic,GAAP,Dec,EPS,CY2028,38.81,23.479,-39.5%,23.538,+0.3%,22.47,-4.5%,324.63,14.4,-42.1%,-1.7%,-1.9%,-28.5%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2025,9.2,10.316,+12.1%,10.239,-0.7%,10.239,+0.0%,370.5,36.2,+11.3%,+21.9%,+8.2%,+144.2%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2026,10.8,12.312,+14.0%,13.556,+10.1%,14.921,+10.1%,370.5,24.8,+38.2%,+21.9%,+8.2%,+144.2%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2027,12.489,14.646,+17.3%,16.539,+12.9%,18.938,+14.5%,370.5,19.6,+51.6%,+21.9%,+8.2%,+144.2%
TSM,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Dec,EPS,CY2028,13.793,16.167,+17.2%,19.095,+18.1%,22.534,+18.0%,370.5,16.4,+63.4%,+21.9%,+8.2%,+144.2%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2025,4.652,4.228,-9.1%,4.247,+0.4%,4.247,+0.0%,406.54,95.7,-8.7%,+17.5%,+15.6%,+137.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2026,5.89,6.533,+10.9%,8.062,+23.4%,9.122,+13.1%,406.54,44.6,+54.9%,+17.5%,+15.6%,+137.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2027,6.86,9.232,+34.6%,11.822,+28.1%,15.612,+32.1%,406.54,26.0,+127.6%,+17.5%,+15.6%,+137.8%
AVGO,Portfolio,,Information Technology,Semiconductors & Semiconductor,GAAP,Oct,EPS,CY2028,,11.875,,15.367,+29.4%,19.048,+24.0%,406.54,21.3,,+17.5%,+15.6%,+137.8%
